左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,bamboo,1,自然恢复,R,3582,6,6
ice,3,团队护盾,basic,1,打击,R,2981,4,6
basic,1,打击,ghost,2,灵魂风暴,R,2544,3,6
dice,1,孤注一掷,basic,1,打击,R,2669,3,6
basic,1,打击,gambler,3,命运之轮,L,2794,5,3
candy,2,糖衣炮弹,basic,1,打击,L,2504,4,5
basic,1,打击,lightning,1,涌动,L,3256,5,5
lava,3,熔岩爆发,basic,1,打击,R,2926,4,6
basic,1,打击,chest,2,财宝风暴,R,2662,4,5
headless,1,恐吓,basic,1,打击,R,3092,3,5
basic,2,龟派气波,stone,2,磐石之躯,R,3660,5,8
ice,1,冰霜,basic,2,龟派气波,R,2969,3,5
basic,2,龟派气波,two_head,3,融合,L,3254,6,4
fortune,2,梭哈,basic,2,龟派气波,R,2744,1,6
basic,2,龟派气波,gambler,1,万能牌,L,2992,6,4
pirate,3,海盗船,basic,2,龟派气波,R,3069,2,6
basic,2,龟派气波,line,2,画龙点睛,L,2699,6,3
lava,1,地裂,basic,2,龟派气波,R,2908,3,6
basic,2,龟派气波,crystal,3,水晶球,L,2603,4,3
hiding,2,防御,basic,2,龟派气波,R,3266,3,7
basic,3,过肩摔,stone,1,岩石护盾,R,3494,3,3
angel,3,飞升,basic,3,过肩摔,R,2547,4,4
basic,3,过肩摔,two_head,2,精神干扰/吸收,L,3004,5,3
fortune,1,骰子,basic,3,过肩摔,R,2389,3,5
basic,3,过肩摔,rainbow,3,反射,L,2589,4,2
pirate,2,朗姆酒,basic,3,过肩摔,R,2557,2,5
basic,3,过肩摔,line,1,连笔,L,2798,4,4
phoenix,3,强化涅槃,basic,3,过肩摔,R,2867,3,5
basic,3,过肩摔,crystal,2,碎晶爆破,L,2417,5,2
hiding,1,缩头,basic,3,过肩摔,R,2785,2,5
basic,3,过肩摔,shell,3,暗影,R,3741,3,4
angel,3,飞升,stone,1,岩石护盾,R,3010,6,5
stone,1,岩石护盾,two_head,2,精神干扰/吸收,L,3903,5,6
fortune,1,骰子,stone,1,岩石护盾,R,3249,7,6
stone,1,岩石护盾,rainbow,3,反射,L,3182,6,3
pirate,2,朗姆酒,stone,1,岩石护盾,R,3834,5,6
stone,1,岩石护盾,line,1,连笔,L,3352,5,4
phoenix,3,强化涅槃,stone,1,岩石护盾,R,3442,4,6
stone,1,岩石护盾,crystal,2,碎晶爆破,L,3054,5,3
hiding,1,缩头,stone,1,岩石护盾,R,3690,5,6
stone,1,岩石护盾,shell,3,暗影,R,3972,5,5
ice,1,冰霜,stone,2,磐石之躯,R,3137,4,7
stone,2,磐石之躯,two_head,3,融合,L,3547,4,4
fortune,2,梭哈,stone,2,磐石之躯,R,3210,2,8
stone,2,磐石之躯,gambler,1,万能牌,L,3439,6,6
pirate,3,海盗船,stone,2,磐石之躯,R,3968,2,9
stone,2,磐石之躯,line,2,画龙点睛,L,3067,7,3
lava,1,地裂,stone,2,磐石之躯,R,3444,4,7
stone,2,磐石之躯,crystal,3,水晶球,R,3310,5,4
hiding,2,防御,stone,2,磐石之躯,L,3783,5,8
stone,3,嘲讽,bamboo,1,自然恢复,R,3190,3,5
ice,3,团队护盾,stone,3,嘲讽,R,3467,4,5
stone,3,嘲讽,ghost,2,灵魂风暴,R,2167,2,4
dice,1,孤注一掷,stone,3,嘲讽,R,2687,4,4
stone,3,嘲讽,gambler,3,命运之轮,L,2650,4,3
candy,2,糖衣炮弹,stone,3,嘲讽,L,3167,4,3
stone,3,嘲讽,lightning,1,涌动,L,2858,4,4
lava,3,熔岩爆发,stone,3,嘲讽,R,3395,5,5
stone,3,嘲讽,chest,2,财宝风暴,R,3000,4,5
headless,1,恐吓,stone,3,嘲讽,R,3375,4,3
bamboo,1,自然恢复,angel,1,祝福,L,3735,6,7
ninja,3,背刺,bamboo,1,自然恢复,L,2941,5,3
bamboo,1,自然恢复,diamond,2,钻石滚球,L,3879,6,6
rainbow,1,棱镜护盾,bamboo,1,自然恢复,R,4211,10,6
bamboo,1,自然恢复,hunter,3,狩猎弹幕,L,3207,5,5
bubble,2,泡泡束缚,bamboo,1,自然恢复,L,3505,8,3
bamboo,1,自然恢复,phoenix,1,熔岩盾,R,4204,5,9
cyber,3,智能AI,bamboo,1,自然恢复,L,4942,4,5
bamboo,1,自然恢复,space,2,星波,R,3180,3,4
shell,1,复制,bamboo,1,自然恢复,R,3944,5,7
bamboo,2,竹击,ice,2,冰封,L,3370,4,6
ghost,1,幽冥突袭,bamboo,2,竹击,R,3658,5,4
bamboo,2,竹击,fortune,3,招财进宝,L,3275,4,3
gambler,2,赌注,bamboo,2,竹击,L,2569,5,2
bamboo,2,竹击,candy,1,糖果锤,R,3223,3,7
line,3,墨水炸弹,bamboo,2,竹击,R,2925,4,5
bamboo,2,竹击,lava,2,岩浆涌动,R,3621,4,3
chest,1,清点财宝,bamboo,2,竹击,R,2838,4,5
bamboo,2,竹击,hiding,3,强化随从,R,3122,3,8
angel,2,平等,bamboo,3,竹刺阵,R,2861,7,5
bamboo,3,竹刺阵,two_head,1,灵能冲击/锤击,L,3205,4,4
diamond,3,钻石冲撞,bamboo,3,竹刺阵,R,3101,4,5
bamboo,3,竹刺阵,rainbow,2,全色风暴,R,4183,4,3
pirate,1,火炮齐射,bamboo,3,竹刺阵,L,2452,5,3
bamboo,3,竹刺阵,bubble,3,泡泡爆破,L,3536,3,5
phoenix,2,烫伤,bamboo,3,竹刺阵,R,3157,5,5
bamboo,3,竹刺阵,crystal,1,水晶壁垒,L,3042,4,4
space,3,扭曲空间,bamboo,3,竹刺阵,R,2897,3,5
bamboo,3,竹刺阵,shell,2,吸收,R,3475,4,7
ninja,2,炸弹,angel,1,祝福,L,3055,6,5
angel,1,祝福,diamond,1,坚不可摧,R,4332,8,8
dice,3,稳定骰子,angel,1,祝福,L,2701,4,4
angel,1,祝福,hunter,2,隐蔽,R,4794,9,11
bubble,1,泡泡盾,angel,1,祝福,R,3384,4,8
angel,1,祝福,lightning,3,雷盾,L,3923,10,7
cyber,2,侵入,angel,1,祝福,L,4992,4,10
angel,1,祝福,space,1,虫洞,R,3718,7,7
headless,3,灵魂打击,angel,1,祝福,L,3332,4,5
angel,2,平等,ninja,1,手里剑,R,2732,6,5
ghost,3,虚化,angel,2,平等,R,3642,5,10
angel,2,平等,dice,2,命运骰子,L,2962,7,2
hunter,1,精准射击,angel,2,平等,R,3134,5,9
angel,2,平等,candy,3,糖果炸弹,L,3027,8,4
lightning,2,雷暴,angel,2,平等,R,2975,4,8
angel,2,平等,cyber,1,能量大炮,R,4319,10,4
chest,3,财宝炮击,angel,2,平等,R,2634,2,6
angel,2,平等,headless,2,万千触须,R,3030,6,3
ninja,1,手里剑,angel,3,飞升,L,2713,5,5
angel,3,飞升,ghost,3,虚化,R,2802,6,4
dice,2,命运骰子,angel,3,飞升,L,2683,5,6
angel,3,飞升,hunter,1,精准射击,R,2718,6,5
candy,3,糖果炸弹,angel,3,飞升,L,2994,4,7
angel,3,飞升,lightning,2,雷暴,R,2690,6,4
cyber,1,能量大炮,angel,3,飞升,L,4250,4,11
angel,3,飞升,chest,3,财宝炮击,R,2924,6,4
headless,2,万千触须,angel,3,飞升,L,3036,3,6
ice,1,冰霜,ninja,2,炸弹,R,2835,4,5
diamond,1,坚不可摧,ice,1,冰霜,R,4657,7,9
ice,1,冰霜,dice,3,稳定骰子,R,2923,4,3
