左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,basic,3,过肩摔,R,2578,4,5
angel,2,平等,basic,1,打击,R,2771,6,6
basic,1,打击,two_head,1,灵能冲击/锤击,L,3214,6,5
diamond,3,钻石冲撞,basic,1,打击,L,3632,7,7
basic,1,打击,rainbow,2,全色风暴,L,3345,6,3
pirate,1,火炮齐射,basic,1,打击,L,2438,4,4
basic,1,打击,bubble,3,泡泡爆破,L,3365,5,5
phoenix,2,烫伤,basic,1,打击,R,3006,5,5
basic,1,打击,crystal,1,水晶壁垒,R,3806,6,6
space,3,扭曲空间,basic,1,打击,R,2785,3,6
basic,1,打击,shell,2,吸收,R,2859,5,6
bamboo,3,竹刺阵,basic,2,龟派气波,R,2865,2,6
basic,2,龟派气波,ninja,2,炸弹,L,3043,5,3
diamond,1,坚不可摧,basic,2,龟派气波,R,3278,4,6
basic,2,龟派气波,dice,3,稳定骰子,L,2627,5,3
hunter,2,隐蔽,basic,2,龟派气波,R,3172,5,6
basic,2,龟派气波,bubble,1,泡泡盾,L,2813,5,4
lightning,3,雷盾,basic,2,龟派气波,R,2747,4,6
basic,2,龟派气波,cyber,2,侵入,R,4074,6,4
space,1,虫洞,basic,2,龟派气波,R,3270,4,6
basic,2,龟派气波,headless,3,灵魂打击,L,3118,6,3
bamboo,2,竹击,basic,3,过肩摔,R,2405,2,5
basic,3,过肩摔,ninja,1,手里剑,R,2919,4,6
ghost,3,虚化,basic,3,过肩摔,R,2760,3,4
basic,3,过肩摔,dice,2,命运骰子,L,2723,5,3
hunter,1,精准射击,basic,3,过肩摔,R,2732,4,4
basic,3,过肩摔,candy,3,糖果炸弹,R,2824,3,3
lightning,2,雷暴,basic,3,过肩摔,R,2716,4,4
basic,3,过肩摔,cyber,1,能量大炮,L,3986,6,3
chest,3,财宝炮击,basic,3,过肩摔,R,2442,2,5
basic,3,过肩摔,headless,2,万千触须,L,3173,5,2
bamboo,2,竹击,stone,1,岩石护盾,L,3388,4,5
stone,1,岩石护盾,ninja,1,手里剑,R,2957,4,6
ghost,3,虚化,stone,1,岩石护盾,R,3132,4,5
stone,1,岩石护盾,dice,2,命运骰子,L,2748,5,4
hunter,1,精准射击,stone,1,岩石护盾,R,3320,6,6
stone,1,岩石护盾,candy,3,糖果炸弹,R,3329,5,4
lightning,2,雷暴,stone,1,岩石护盾,R,3291,5,6
stone,1,岩石护盾,cyber,1,能量大炮,L,4409,7,4
chest,3,财宝炮击,stone,1,岩石护盾,R,3006,3,5
stone,1,岩石护盾,headless,2,万千触须,R,3335,4,4
bamboo,3,竹刺阵,stone,2,磐石之躯,R,3174,2,8
stone,2,磐石之躯,ninja,2,炸弹,R,2917,5,5
diamond,1,坚不可摧,stone,2,磐石之躯,R,3819,5,9
stone,2,磐石之躯,dice,3,稳定骰子,L,3548,7,2
hunter,2,隐蔽,stone,2,磐石之躯,R,4414,8,7
stone,2,磐石之躯,bubble,1,泡泡盾,L,3455,6,5
lightning,3,雷盾,stone,2,磐石之躯,R,3807,6,8
stone,2,磐石之躯,cyber,2,侵入,L,4567,7,3
space,1,虫洞,stone,2,磐石之躯,L,3718,6,4
stone,2,磐石之躯,headless,3,灵魂打击,R,3367,5,3
angel,2,平等,stone,3,嘲讽,R,3340,7,5
stone,3,嘲讽,two_head,1,灵能冲击/锤击,L,3175,5,4
diamond,3,钻石冲撞,stone,3,嘲讽,R,3847,6,4
stone,3,嘲讽,rainbow,2,全色风暴,R,3064,3,5
pirate,1,火炮齐射,stone,3,嘲讽,L,2780,5,4
stone,3,嘲讽,bubble,3,泡泡爆破,L,3037,5,4
phoenix,2,烫伤,stone,3,嘲讽,L,3144,6,4
stone,3,嘲讽,crystal,1,水晶壁垒,L,3087,5,4
space,3,扭曲空间,stone,3,嘲讽,L,3151,4,4
stone,3,嘲讽,shell,2,吸收,R,3390,4,7
ice,2,冰封,bamboo,1,自然恢复,R,3555,7,3
bamboo,1,自然恢复,ghost,1,幽冥突袭,R,2709,2,5
fortune,3,招财进宝,bamboo,1,自然恢复,R,3213,3,6
bamboo,1,自然恢复,gambler,2,赌注,R,2513,2,5
candy,1,糖果锤,bamboo,1,自然恢复,L,3001,6,2
bamboo,1,自然恢复,line,3,墨水炸弹,L,3639,6,4
lava,2,岩浆涌动,bamboo,1,自然恢复,R,3467,3,6
bamboo,1,自然恢复,chest,1,清点财宝,R,4189,5,8
hiding,3,强化随从,bamboo,1,自然恢复,R,3623,7,5
bamboo,2,竹击,angel,1,祝福,R,3506,4,8
ninja,3,背刺,bamboo,2,竹击,L,3188,6,4
bamboo,2,竹击,diamond,2,钻石滚球,L,4189,3,6
rainbow,1,棱镜护盾,bamboo,2,竹击,L,3777,12,4
bamboo,2,竹击,hunter,3,狩猎弹幕,R,3231,4,6
bubble,2,泡泡束缚,bamboo,2,竹击,R,3467,7,4
bamboo,2,竹击,phoenix,1,熔岩盾,R,3249,4,7
cyber,3,智能AI,bamboo,2,竹击,R,4352,3,7
bamboo,2,竹击,space,2,星波,L,3058,4,3
shell,1,复制,bamboo,2,竹击,R,3386,4,5
bamboo,3,竹刺阵,ice,3,团队护盾,R,3246,3,5
ghost,2,灵魂风暴,bamboo,3,竹刺阵,L,2425,5,2
bamboo,3,竹刺阵,dice,1,孤注一掷,L,2783,3,4
gambler,3,命运之轮,bamboo,3,竹刺阵,R,2571,3,4
bamboo,3,竹刺阵,candy,2,糖衣炮弹,R,3418,3,3
lightning,1,涌动,bamboo,3,竹刺阵,R,2751,4,4
bamboo,3,竹刺阵,lava,3,熔岩爆发,R,2597,3,5
chest,2,财宝风暴,bamboo,3,竹刺阵,R,2466,3,4
bamboo,3,竹刺阵,headless,1,恐吓,R,2985,2,4
ice,1,冰霜,angel,1,祝福,R,3401,6,8
angel,1,祝福,two_head,3,融合,R,4692,10,8
fortune,2,梭哈,angel,1,祝福,R,3292,2,8
angel,1,祝福,gambler,1,万能牌,R,4342,9,10
pirate,3,海盗船,angel,1,祝福,L,3669,3,7
angel,1,祝福,line,2,画龙点睛,R,3862,8,7
lava,1,地裂,angel,1,祝福,R,3535,4,9
angel,1,祝福,crystal,3,水晶球,R,3127,6,6
hiding,2,防御,angel,1,祝福,L,3841,5,7
angel,2,平等,angel,3,飞升,L,2898,9,6
two_head,2,精神干扰/吸收,angel,2,平等,R,3329,4,9
angel,2,平等,fortune,1,骰子,L,3331,10,7
rainbow,3,反射,angel,2,平等,R,2567,2,7
angel,2,平等,pirate,2,朗姆酒,L,3509,8,3
line,1,连笔,angel,2,平等,R,2839,5,8
angel,2,平等,phoenix,3,强化涅槃,L,3408,9,5
crystal,2,碎晶爆破,angel,2,平等,R,2767,2,7
angel,2,平等,hiding,1,缩头,L,3022,7,4
shell,3,暗影,angel,2,平等,L,2794,4,5
angel,3,飞升,two_head,2,精神干扰/吸收,L,3673,10,5
fortune,1,骰子,angel,3,飞升,L,3461,5,8
angel,3,飞升,rainbow,3,反射,R,2919,6,5
pirate,2,朗姆酒,angel,3,飞升,L,3539,5,8
angel,3,飞升,line,1,连笔,R,3195,7,7
phoenix,3,强化涅槃,angel,3,飞升,L,3616,6,9
angel,3,飞升,crystal,2,碎晶爆破,L,3100,8,4
hiding,1,缩头,angel,3,飞升,L,3147,4,6
angel,3,飞升,shell,3,暗影,R,3672,5,5
two_head,3,融合,ice,1,冰霜,L,3730,5,6
ice,1,冰霜,fortune,2,梭哈,R,3523,5,2
gambler,1,万能牌,ice,1,冰霜,R,3491,6,6
ice,1,冰霜,pirate,3,海盗船,R,3471,5,5
line,2,画龙点睛,ice,1,冰霜,R,3751,5,7
ice,1,冰霜,lava,1,地裂,R,3647,6,5
crystal,3,水晶球,ice,1,冰霜,L,3294,8,5
ice,1,冰霜,hiding,2,防御,R,3368,5,5
ice,3,团队护盾,ice,2,冰封,R,3529,4,7
ice,2,冰封,ghost,2,灵魂风暴,R,2536,4,5
dice,1,孤注一掷,ice,2,冰封,L,3354,7,6
ice,2,冰封,gambler,3,命运之轮,R,3436,6,5
candy,2,糖衣炮弹,ice,2,冰封,L,3720,3,7
ice,2,冰封,lightning,1,涌动,R,2979,5,5
lava,3,熔岩爆发,ice,2,冰封,R,4117,3,8
ice,2,冰封,chest,2,财宝风暴,R,3507,7,6
headless,1,恐吓,ice,2,冰封,L,3652,4,6
ice,3,团队护盾,ninja,3,背刺,R,2813,3,5
diamond,2,钻石滚球,ice,3,团队护盾,R,4328,2,7
ice,3,团队护盾,rainbow,1,棱镜护盾,R,4104,5,15
hunter,3,狩猎弹幕,ice,3,团队护盾,R,2934,4,5
ice,3,团队护盾,bubble,2,泡泡束缚,R,3603,4,8
phoenix,1,熔岩盾,ice,3,团队护盾,R,4838,8,8
ice,3,团队护盾,cyber,3,智能AI,R,4932,7,5
space,2,星波,ice,3,团队护盾,L,3663,5,5
ice,3,团队护盾,shell,1,复制,R,3885,5,4
ghost,1,幽冥突袭,ninja,1,手里剑,R,2739,4,6
ninja,1,手里剑,fortune,3,招财进宝,L,2710,4,3
gambler,2,赌注,ninja,1,手里剑,R,2906,4,6
ninja,1,手里剑,candy,1,糖果锤,L,2975,5,4
line,3,墨水炸弹,ninja,1,手里剑,R,2968,2,6
ninja,1,手里剑,lava,2,岩浆涌动,L,3282,6,3
chest,1,清点财宝,ninja,1,手里剑,R,2568,3,5
ninja,1,手里剑,hiding,3,强化随从,R,3633,5,8
two_head,1,灵能冲击/锤击,ninja,2,炸弹,R,2624,3,5
ninja,2,炸弹,diamond,3,钻石冲撞,L,3607,6,6
rainbow,2,全色风暴,ninja,2,炸弹,R,2608,3,5
ninja,2,炸弹,pirate,1,火炮齐射,L,2828,4,4
bubble,3,泡泡爆破,ninja,2,炸弹,R,2500,3,5
ninja,2,炸弹,phoenix,2,烫伤,L,2923,3,4
crystal,1,水晶壁垒,ninja,2,炸弹,R,2754,3,5
ninja,2,炸弹,space,3,扭曲空间,L,2575,4,3
shell,2,吸收,ninja,2,炸弹,R,2600,4,5
ninja,3,背刺,diamond,1,坚不可摧,L,3522,6,5
dice,3,稳定骰子,ninja,3,背刺,L,2557,4,3
ninja,3,背刺,hunter,2,隐蔽,L,3123,5,5
bubble,1,泡泡盾,ninja,3,背刺,R,2754,4,5
ninja,3,背刺,lightning,3,雷盾,R,3224,4,6
cyber,2,侵入,ninja,3,背刺,R,4236,2,4
ninja,3,背刺,space,1,虫洞,R,2856,3,4
headless,3,灵魂打击,ninja,3,背刺,R,3010,3,4
two_head,1,灵能冲击/锤击,ghost,3,虚化,R,3052,3,4
dice,2,命运骰子,two_head,1,灵能冲击/锤击,L,3157,5,4
two_head,1,灵能冲击/锤击,hunter,1,精准射击,R,3256,3,6
candy,3,糖果炸弹,two_head,1,灵能冲击/锤击,L,3343,6,5
two_head,1,灵能冲击/锤击,lightning,2,雷暴,R,3189,4,5
cyber,1,能量大炮,two_head,1,灵能冲击/锤击,L,3286,5,4
two_head,1,灵能冲击/锤击,chest,3,财宝炮击,R,2946,3,5
headless,2,万千触须,two_head,1,灵能冲击/锤击,L,3576,3,5
two_head,2,精神干扰/吸收,ghost,3,虚化,R,3214,4,4
dice,2,命运骰子,two_head,2,精神干扰/吸收,L,3921,5,6
two_head,2,精神干扰/吸收,hunter,1,精准射击,R,3252,5,6
candy,3,糖果炸弹,two_head,2,精神干扰/吸收,L,3472,6,5
two_head,2,精神干扰/吸收,lightning,2,雷暴,R,3339,5,6
cyber,1,能量大炮,two_head,2,精神干扰/吸收,L,4824,4,6
two_head,2,精神干扰/吸收,chest,3,财宝炮击,R,3358,5,5
headless,2,万千触须,two_head,2,精神干扰/吸收,L,3730,3,5
two_head,3,融合,diamond,1,坚不可摧,R,4144,4,7
dice,3,稳定骰子,two_head,3,融合,L,3634,3,5
two_head,3,融合,hunter,2,隐蔽,R,4502,6,10
bubble,1,泡泡盾,two_head,3,融合,R,4052,6,7
two_head,3,融合,lightning,3,雷盾,R,3765,5,8
cyber,2,侵入,two_head,3,融合,R,4522,3,6
two_head,3,融合,space,1,虫洞,R,3640,5,7
headless,3,灵魂打击,two_head,3,融合,L,2729,4,3
ghost,1,幽冥突袭,diamond,3,钻石冲撞,L,3644,6,6
rainbow,2,全色风暴,ghost,1,幽冥突袭,R,3114,2,5
ghost,1,幽冥突袭,pirate,1,火炮齐射,L,3538,6,3
bubble,3,泡泡爆破,ghost,1,幽冥突袭,R,2645,4,5
ghost,1,幽冥突袭,phoenix,2,烫伤,R,2784,5,5
crystal,1,水晶壁垒,ghost,1,幽冥突袭,R,3540,5,7
ghost,1,幽冥突袭,space,3,扭曲空间,L,3171,6,4
shell,2,吸收,ghost,1,幽冥突袭,R,3350,5,5
ghost,2,灵魂风暴,fortune,3,招财进宝,L,2599,6,3
gambler,2,赌注,ghost,2,灵魂风暴,R,2320,3,5
ghost,2,灵魂风暴,candy,1,糖果锤,L,2522,5,3
line,3,墨水炸弹,ghost,2,灵魂风暴,R,2424,3,5
ghost,2,灵魂风暴,lava,2,岩浆涌动,L,2687,6,2
chest,1,清点财宝,ghost,2,灵魂风暴,R,2459,2,5
ghost,2,灵魂风暴,hiding,3,强化随从,L,2980,5,5
diamond,2,钻石滚球,ghost,3,虚化,R,4001,2,6
ghost,3,虚化,rainbow,1,棱镜护盾,L,3690,5,9
hunter,3,狩猎弹幕,ghost,3,虚化,R,3349,5,4
ghost,3,虚化,bubble,2,泡泡束缚,R,3709,4,8
phoenix,1,熔岩盾,ghost,3,虚化,L,3636,8,5
ghost,3,虚化,cyber,3,智能AI,R,4624,5,4
space,2,星波,ghost,3,虚化,R,3060,4,4
ghost,3,虚化,shell,1,复制,L,3080,5,3
dice,1,孤注一掷,diamond,1,坚不可摧,R,3676,5,7
diamond,1,坚不可摧,gambler,3,命运之轮,L,3670,6,4
candy,2,糖衣炮弹,diamond,1,坚不可摧,L,3674,5,6
diamond,1,坚不可摧,lightning,1,涌动,R,3523,5,6
lava,3,熔岩爆发,diamond,1,坚不可摧,L,3527,6,5
diamond,1,坚不可摧,chest,2,财宝风暴,R,3278,5,6
headless,1,恐吓,diamond,1,坚不可摧,L,4133,6,6
diamond,2,钻石滚球,fortune,2,梭哈,L,3559,5,2
gambler,1,万能牌,diamond,2,钻石滚球,R,3158,5,5
diamond,2,钻石滚球,pirate,3,海盗船,R,3488,3,4
line,2,画龙点睛,diamond,2,钻石滚球,R,2934,3,4
diamond,2,钻石滚球,lava,1,地裂,L,3202,3,4
crystal,3,水晶球,diamond,2,钻石滚球,R,3603,4,4
diamond,2,钻石滚球,hiding,2,防御,R,3717,2,5
fortune,1,骰子,diamond,3,钻石冲撞,R,3300,7,8
diamond,3,钻石冲撞,rainbow,3,反射,L,3236,6,3
pirate,2,朗姆酒,diamond,3,钻石冲撞,R,3268,3,8
diamond,3,钻石冲撞,line,1,连笔,L,2833,5,5
phoenix,3,强化涅槃,diamond,3,钻石冲撞,R,3656,5,7
diamond,3,钻石冲撞,crystal,2,碎晶爆破,L,3194,6,3
hiding,1,缩头,diamond,3,钻石冲撞,R,3120,4,5
diamond,3,钻石冲撞,shell,3,暗影,L,3604,5,4
rainbow,3,反射,fortune,1,骰子,L,2882,5,6
fortune,1,骰子,pirate,2,朗姆酒,L,4182,10,6
line,1,连笔,fortune,1,骰子,L,3459,5,6
fortune,1,骰子,phoenix,3,强化涅槃,R,3284,6,4
crystal,2,碎晶爆破,fortune,1,骰子,R,3348,4,9
fortune,1,骰子,hiding,1,缩头,R,3261,7,5
shell,3,暗影,fortune,1,骰子,L,4215,5,6
fortune,2,梭哈,gambler,1,万能牌,R,3800,2,6
pirate,3,海盗船,fortune,2,梭哈,L,3415,5,2
fortune,2,梭哈,line,2,画龙点睛,R,3268,2,5
lava,1,地裂,fortune,2,梭哈,L,3200,5,2
fortune,2,梭哈,crystal,3,水晶球,R,2935,2,5
hiding,2,防御,fortune,2,梭哈,L,3096,5,2
fortune,3,招财进宝,dice,1,孤注一掷,R,3114,3,7
gambler,3,命运之轮,fortune,3,招财进宝,R,3207,3,8
fortune,3,招财进宝,candy,2,糖衣炮弹,R,2841,2,5
lightning,1,涌动,fortune,3,招财进宝,R,3358,4,6
fortune,3,招财进宝,lava,3,熔岩爆发,R,3479,5,6
chest,2,财宝风暴,fortune,3,招财进宝,R,3108,4,3
fortune,3,招财进宝,headless,1,恐吓,R,3234,2,6
rainbow,1,棱镜护盾,dice,1,孤注一掷,R,3600,6,6
dice,1,孤注一掷,hunter,3,狩猎弹幕,R,3059,3,5
bubble,2,泡泡束缚,dice,1,孤注一掷,L,3198,7,3
dice,1,孤注一掷,phoenix,1,熔岩盾,L,3046,6,5
cyber,3,智能AI,dice,1,孤注一掷,R,4175,3,9
dice,1,孤注一掷,space,2,星波,R,3107,2,4
shell,1,复制,dice,1,孤注一掷,R,3100,3,4
dice,2,命运骰子,gambler,2,赌注,R,2494,2,5
candy,1,糖果锤,dice,2,命运骰子,L,2820,6,4
dice,2,命运骰子,line,3,墨水炸弹,L,2664,6,3
