左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,stone,3,嘲讽,R,3152,5,4
ice,2,冰封,basic,1,打击,R,3045,5,6
basic,1,打击,ghost,1,幽冥突袭,R,2833,3,6
fortune,3,招财进宝,basic,1,打击,R,2981,2,7
basic,1,打击,gambler,2,赌注,R,3564,3,7
candy,1,糖果锤,basic,1,打击,R,3176,4,7
basic,1,打击,line,3,墨水炸弹,R,3599,4,6
lava,2,岩浆涌动,basic,1,打击,R,2925,3,6
basic,1,打击,chest,1,清点财宝,L,3634,6,5
hiding,3,强化随从,basic,1,打击,R,3251,5,6
basic,2,龟派气波,stone,1,岩石护盾,R,3511,4,6
angel,3,飞升,basic,2,龟派气波,R,3074,7,6
basic,2,龟派气波,two_head,2,精神干扰/吸收,L,3079,6,4
fortune,1,骰子,basic,2,龟派气波,R,2784,3,6
basic,2,龟派气波,rainbow,3,反射,L,2809,5,2
pirate,2,朗姆酒,basic,2,龟派气波,R,2703,2,6
basic,2,龟派气波,line,1,连笔,L,2759,6,4
phoenix,3,强化涅槃,basic,2,龟派气波,R,2896,3,6
basic,2,龟派气波,crystal,2,碎晶爆破,L,2810,6,3
hiding,1,缩头,basic,2,龟派气波,R,3204,3,6
basic,2,龟派气波,shell,3,暗影,L,3353,6,3
angel,2,平等,basic,3,过肩摔,R,2502,4,5
basic,3,过肩摔,two_head,1,灵能冲击/锤击,L,2600,4,3
diamond,3,钻石冲撞,basic,3,过肩摔,R,2957,4,5
basic,3,过肩摔,rainbow,2,全色风暴,L,2723,4,3
pirate,1,火炮齐射,basic,3,过肩摔,R,2447,3,5
basic,3,过肩摔,bubble,3,泡泡爆破,L,2623,4,3
phoenix,2,烫伤,basic,3,过肩摔,R,2791,3,4
basic,3,过肩摔,crystal,1,水晶壁垒,L,3016,5,3
space,3,扭曲空间,basic,3,过肩摔,R,2581,2,5
basic,3,过肩摔,shell,2,吸收,L,2576,5,3
angel,2,平等,stone,1,岩石护盾,R,3502,8,6
stone,1,岩石护盾,two_head,1,灵能冲击/锤击,L,3480,6,5
diamond,3,钻石冲撞,stone,1,岩石护盾,R,3422,5,6
stone,1,岩石护盾,rainbow,2,全色风暴,L,3835,6,4
pirate,1,火炮齐射,stone,1,岩石护盾,L,3198,4,5
stone,1,岩石护盾,bubble,3,泡泡爆破,L,3135,5,5
phoenix,2,烫伤,stone,1,岩石护盾,L,3464,6,5
stone,1,岩石护盾,crystal,1,水晶壁垒,L,3296,6,4
space,3,扭曲空间,stone,1,岩石护盾,R,2868,3,5
stone,1,岩石护盾,shell,2,吸收,L,3697,6,6
angel,3,飞升,stone,2,磐石之躯,R,3111,6,6
stone,2,磐石之躯,two_head,2,精神干扰/吸收,R,3890,5,7
fortune,1,骰子,stone,2,磐石之躯,R,3375,5,8
stone,2,磐石之躯,rainbow,3,反射,R,3271,6,3
pirate,2,朗姆酒,stone,2,磐石之躯,R,3615,4,8
stone,2,磐石之躯,line,1,连笔,L,3172,5,4
phoenix,3,强化涅槃,stone,2,磐石之躯,R,3801,4,7
stone,2,磐石之躯,crystal,2,碎晶爆破,L,3019,6,2
hiding,1,缩头,stone,2,磐石之躯,L,3547,5,7
stone,2,磐石之躯,shell,3,暗影,L,3804,6,4
ice,2,冰封,stone,3,嘲讽,R,3012,5,5
stone,3,嘲讽,ghost,1,幽冥突袭,R,3721,3,6
fortune,3,招财进宝,stone,3,嘲讽,R,3268,5,5
stone,3,嘲讽,gambler,2,赌注,R,3226,2,6
candy,1,糖果锤,stone,3,嘲讽,R,3275,4,5
stone,3,嘲讽,line,3,墨水炸弹,R,3215,3,5
lava,2,岩浆涌动,stone,3,嘲讽,R,3319,3,4
stone,3,嘲讽,chest,1,清点财宝,L,3386,5,5
hiding,3,强化随从,stone,3,嘲讽,R,3739,5,5
bamboo,1,自然恢复,bamboo,3,竹刺阵,R,2707,3,4
ninja,2,炸弹,bamboo,1,自然恢复,L,2828,5,3
bamboo,1,自然恢复,diamond,1,坚不可摧,R,3711,3,7
dice,3,稳定骰子,bamboo,1,自然恢复,L,3060,4,4
bamboo,1,自然恢复,hunter,2,隐蔽,L,3751,6,7
bubble,1,泡泡盾,bamboo,1,自然恢复,R,3337,4,6
bamboo,1,自然恢复,lightning,3,雷盾,L,3576,6,6
cyber,2,侵入,bamboo,1,自然恢复,L,4627,3,6
bamboo,1,自然恢复,space,1,虫洞,R,3748,5,6
headless,3,灵魂打击,bamboo,1,自然恢复,L,3011,4,3
bamboo,2,竹击,ice,1,冰霜,L,3422,5,5
two_head,3,融合,bamboo,2,竹击,R,3210,4,5
bamboo,2,竹击,fortune,2,梭哈,L,3072,3,2
gambler,1,万能牌,bamboo,2,竹击,R,2935,4,5
bamboo,2,竹击,pirate,3,海盗船,R,3781,4,5
line,2,画龙点睛,bamboo,2,竹击,R,2959,3,5
bamboo,2,竹击,lava,1,地裂,R,3362,4,5
crystal,3,水晶球,bamboo,2,竹击,L,2933,7,3
bamboo,2,竹击,hiding,2,防御,R,3179,4,5
angel,1,祝福,bamboo,3,竹刺阵,R,3370,6,5
bamboo,3,竹刺阵,ninja,3,背刺,L,3519,4,4
diamond,2,钻石滚球,bamboo,3,竹刺阵,R,3035,3,4
bamboo,3,竹刺阵,rainbow,1,棱镜护盾,L,3137,4,7
hunter,3,狩猎弹幕,bamboo,3,竹刺阵,R,2739,4,4
bamboo,3,竹刺阵,bubble,2,泡泡束缚,R,3874,2,9
phoenix,1,熔岩盾,bamboo,3,竹刺阵,R,2995,5,5
bamboo,3,竹刺阵,cyber,3,智能AI,R,4678,4,4
space,2,星波,bamboo,3,竹刺阵,R,2749,3,4
bamboo,3,竹刺阵,shell,1,复制,R,3068,3,5
ninja,1,手里剑,angel,1,祝福,L,3373,7,6
angel,1,祝福,ghost,3,虚化,R,3933,8,6
dice,2,命运骰子,angel,1,祝福,R,3145,2,7
angel,1,祝福,hunter,1,精准射击,R,3618,7,8
candy,3,糖果炸弹,angel,1,祝福,L,3620,6,7
angel,1,祝福,lightning,2,雷暴,R,3904,8,6
cyber,1,能量大炮,angel,1,祝福,L,4679,5,9
angel,1,祝福,chest,3,财宝炮击,R,3417,6,4
headless,2,万千触须,angel,1,祝福,L,3917,3,7
angel,2,平等,ice,3,团队护盾,L,3989,10,6
ghost,2,灵魂风暴,angel,2,平等,L,2597,6,6
angel,2,平等,dice,1,孤注一掷,L,2785,6,2
gambler,3,命运之轮,angel,2,平等,R,2508,3,7
angel,2,平等,candy,2,糖衣炮弹,R,2804,5,4
lightning,1,涌动,angel,2,平等,R,2530,3,7
angel,2,平等,lava,3,熔岩爆发,L,3163,8,4
chest,2,财宝风暴,angel,2,平等,R,2563,2,7
angel,2,平等,headless,1,恐吓,R,2902,6,5
ice,3,团队护盾,angel,3,飞升,R,3639,5,10
angel,3,飞升,ghost,2,灵魂风暴,R,2346,5,5
dice,1,孤注一掷,angel,3,飞升,R,2916,2,6
angel,3,飞升,gambler,3,命运之轮,L,3285,9,4
candy,2,糖衣炮弹,angel,3,飞升,L,2878,4,6
angel,3,飞升,lightning,1,涌动,R,3112,7,6
lava,3,熔岩爆发,angel,3,飞升,L,2875,5,6
angel,3,飞升,chest,2,财宝风暴,R,2779,6,5
headless,1,恐吓,angel,3,飞升,L,3130,5,7
ice,1,冰霜,ninja,1,手里剑,R,2998,4,6
ghost,3,虚化,ice,1,冰霜,R,3757,5,7
ice,1,冰霜,dice,2,命运骰子,R,3017,4,6
hunter,1,精准射击,ice,1,冰霜,L,3148,6,5
ice,1,冰霜,candy,3,糖果炸弹,R,2984,4,5
lightning,2,雷暴,ice,1,冰霜,L,3329,5,5
ice,1,冰霜,cyber,1,能量大炮,R,3297,5,6
chest,3,财宝炮击,ice,1,冰霜,R,3033,3,5
ice,1,冰霜,headless,2,万千触须,R,3293,4,3
ninja,3,背刺,ice,2,冰封,R,3549,3,7
ice,2,冰封,diamond,2,钻石滚球,R,3223,5,5
rainbow,1,棱镜护盾,ice,2,冰封,R,4222,7,9
ice,2,冰封,hunter,3,狩猎弹幕,R,2883,5,5
bubble,2,泡泡束缚,ice,2,冰封,L,4247,9,6
ice,2,冰封,phoenix,1,熔岩盾,R,3614,7,8
cyber,3,智能AI,ice,2,冰封,R,5055,4,11
ice,2,冰封,space,2,星波,R,3298,6,4
shell,1,复制,ice,2,冰封,R,3807,4,9
ice,3,团队护盾,two_head,3,融合,L,3932,7,5
fortune,2,梭哈,ice,3,团队护盾,R,2991,2,5
ice,3,团队护盾,gambler,1,万能牌,R,3837,5,8
pirate,3,海盗船,ice,3,团队护盾,R,4669,4,8
ice,3,团队护盾,line,2,画龙点睛,R,3472,5,5
lava,1,地裂,ice,3,团队护盾,R,3159,4,5
ice,3,团队护盾,crystal,3,水晶球,R,3006,4,7
hiding,2,防御,ice,3,团队护盾,L,3542,4,4
ninja,1,手里剑,ninja,2,炸弹,R,2514,3,4
diamond,1,坚不可摧,ninja,1,手里剑,R,3396,5,7
ninja,1,手里剑,dice,3,稳定骰子,R,3010,4,4
hunter,2,隐蔽,ninja,1,手里剑,R,3231,6,7
ninja,1,手里剑,bubble,1,泡泡盾,L,2740,5,4
lightning,3,雷盾,ninja,1,手里剑,R,2647,4,5
ninja,1,手里剑,cyber,2,侵入,R,4131,7,3
space,1,虫洞,ninja,1,手里剑,R,3388,5,7
ninja,1,手里剑,headless,3,灵魂打击,L,3091,4,4
ghost,1,幽冥突袭,ninja,2,炸弹,R,3358,5,7
ninja,2,炸弹,fortune,3,招财进宝,L,3045,5,3
gambler,2,赌注,ninja,2,炸弹,R,2584,3,5
ninja,2,炸弹,candy,1,糖果锤,L,3023,5,4
line,3,墨水炸弹,ninja,2,炸弹,R,2509,3,5
ninja,2,炸弹,lava,2,岩浆涌动,L,2926,5,2
chest,1,清点财宝,ninja,2,炸弹,R,2548,3,5
ninja,2,炸弹,hiding,3,强化随从,L,3534,5,6
two_head,2,精神干扰/吸收,ninja,3,背刺,R,2607,3,5
ninja,3,背刺,fortune,1,骰子,L,2967,5,5
rainbow,3,反射,ninja,3,背刺,R,2951,3,5
ninja,3,背刺,pirate,2,朗姆酒,L,3628,6,4
line,1,连笔,ninja,3,背刺,R,2847,4,3
ninja,3,背刺,phoenix,3,强化涅槃,R,3321,3,5
crystal,2,碎晶爆破,ninja,3,背刺,R,2672,3,5
ninja,3,背刺,hiding,1,缩头,R,4255,5,6
shell,3,暗影,ninja,3,背刺,L,3193,4,2
two_head,1,灵能冲击/锤击,diamond,3,钻石冲撞,R,3085,3,6
rainbow,2,全色风暴,two_head,1,灵能冲击/锤击,L,3462,5,5
two_head,1,灵能冲击/锤击,pirate,1,火炮齐射,R,2849,4,6
bubble,3,泡泡爆破,two_head,1,灵能冲击/锤击,R,3866,6,7
two_head,1,灵能冲击/锤击,phoenix,2,烫伤,R,3405,4,7
crystal,1,水晶壁垒,two_head,1,灵能冲击/锤击,R,3706,5,6
two_head,1,灵能冲击/锤击,space,3,扭曲空间,R,3310,4,5
shell,2,吸收,two_head,1,灵能冲击/锤击,R,4354,7,8
two_head,2,精神干扰/吸收,diamond,3,钻石冲撞,R,3790,6,6
rainbow,2,全色风暴,two_head,2,精神干扰/吸收,R,3969,5,8
two_head,2,精神干扰/吸收,pirate,1,火炮齐射,R,2882,4,6
bubble,3,泡泡爆破,two_head,2,精神干扰/吸收,R,3516,5,7
two_head,2,精神干扰/吸收,phoenix,2,烫伤,R,2823,4,4
crystal,1,水晶壁垒,two_head,2,精神干扰/吸收,R,3645,4,7
two_head,2,精神干扰/吸收,space,3,扭曲空间,R,3002,3,3
shell,2,吸收,two_head,2,精神干扰/吸收,R,4217,6,8
two_head,3,融合,fortune,1,骰子,L,4237,6,9
rainbow,3,反射,two_head,3,融合,L,3335,3,4
two_head,3,融合,pirate,2,朗姆酒,R,3909,4,6
line,1,连笔,two_head,3,融合,L,3600,7,5
two_head,3,融合,phoenix,3,强化涅槃,R,4060,5,7
crystal,2,碎晶爆破,two_head,3,融合,L,3710,4,5
two_head,3,融合,hiding,1,缩头,R,3784,5,6
shell,3,暗影,two_head,3,融合,L,3908,5,5
ghost,1,幽冥突袭,fortune,3,招财进宝,L,3658,7,7
gambler,2,赌注,ghost,1,幽冥突袭,R,2757,4,5
ghost,1,幽冥突袭,candy,1,糖果锤,R,3801,6,6
line,3,墨水炸弹,ghost,1,幽冥突袭,R,2912,4,6
ghost,1,幽冥突袭,lava,2,岩浆涌动,L,3462,6,3
chest,1,清点财宝,ghost,1,幽冥突袭,R,2841,2,6
ghost,1,幽冥突袭,hiding,3,强化随从,R,3464,5,8
diamond,1,坚不可摧,ghost,2,灵魂风暴,R,2528,2,6
ghost,2,灵魂风暴,dice,3,稳定骰子,L,2225,5,2
hunter,2,隐蔽,ghost,2,灵魂风暴,R,2616,4,6
ghost,2,灵魂风暴,bubble,1,泡泡盾,L,2523,6,4
lightning,3,雷盾,ghost,2,灵魂风暴,R,2491,4,6
ghost,2,灵魂风暴,cyber,2,侵入,R,4079,7,3
space,1,虫洞,ghost,2,灵魂风暴,R,2491,3,5
ghost,2,灵魂风暴,headless,3,灵魂打击,L,3006,5,3
fortune,2,梭哈,ghost,3,虚化,R,2851,2,5
ghost,3,虚化,gambler,1,万能牌,L,3959,6,8
pirate,3,海盗船,ghost,3,虚化,L,3429,3,4
ghost,3,虚化,line,2,画龙点睛,R,3356,4,5
lava,1,地裂,ghost,3,虚化,R,3250,3,4
ghost,3,虚化,crystal,3,水晶球,L,3298,4,6
hiding,2,防御,ghost,3,虚化,L,3349,4,4
diamond,1,坚不可摧,diamond,2,钻石滚球,L,4191,7,6
rainbow,1,棱镜护盾,diamond,1,坚不可摧,L,4170,14,6
diamond,1,坚不可摧,hunter,3,狩猎弹幕,R,3334,4,5
bubble,2,泡泡束缚,diamond,1,坚不可摧,L,3728,10,5
diamond,1,坚不可摧,phoenix,1,熔岩盾,R,4260,6,9
cyber,3,智能AI,diamond,1,坚不可摧,L,4616,5,6
diamond,1,坚不可摧,space,2,星波,L,3619,4,5
shell,1,复制,diamond,1,坚不可摧,L,3805,4,6
diamond,2,钻石滚球,dice,2,命运骰子,R,3064,3,6
hunter,1,精准射击,diamond,2,钻石滚球,R,3088,5,5
diamond,2,钻石滚球,candy,3,糖果炸弹,R,3198,3,6
lightning,2,雷暴,diamond,2,钻石滚球,R,2913,4,4
diamond,2,钻石滚球,cyber,1,能量大炮,L,4748,6,4
chest,3,财宝炮击,diamond,2,钻石滚球,R,3085,2,5
diamond,2,钻石滚球,headless,2,万千触须,R,3581,4,4
dice,1,孤注一掷,diamond,3,钻石冲撞,R,2899,3,6
diamond,3,钻石冲撞,gambler,3,命运之轮,L,2688,5,3
candy,2,糖衣炮弹,diamond,3,钻石冲撞,L,3376,4,6
diamond,3,钻石冲撞,lightning,1,涌动,L,2937,5,4
lava,3,熔岩爆发,diamond,3,钻石冲撞,R,3172,4,6
diamond,3,钻石冲撞,chest,2,财宝风暴,L,3863,6,6
