左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,stone,2,磐石之躯,R,3047,4,7
ice,1,冰霜,basic,1,打击,R,2935,3,5
basic,1,打击,two_head,3,融合,L,3595,6,5
fortune,2,梭哈,basic,1,打击,R,2752,2,6
basic,1,打击,gambler,1,万能牌,L,3514,5,6
pirate,3,海盗船,basic,1,打击,L,3487,5,6
basic,1,打击,line,2,画龙点睛,L,3779,3,5
lava,1,地裂,basic,1,打击,R,2883,3,6
basic,1,打击,crystal,3,水晶球,L,3290,6,4
hiding,2,防御,basic,1,打击,R,3327,4,7
basic,2,龟派气波,basic,3,过肩摔,R,2712,3,5
angel,2,平等,basic,2,龟派气波,R,2729,5,6
basic,2,龟派气波,two_head,1,灵能冲击/锤击,L,2881,6,2
diamond,3,钻石冲撞,basic,2,龟派气波,R,3528,5,7
basic,2,龟派气波,rainbow,2,全色风暴,L,3298,6,3
pirate,1,火炮齐射,basic,2,龟派气波,R,2843,3,6
basic,2,龟派气波,bubble,3,泡泡爆破,L,2669,5,3
phoenix,2,烫伤,basic,2,龟派气波,R,3308,5,7
basic,2,龟派气波,crystal,1,水晶壁垒,L,3273,6,3
space,3,扭曲空间,basic,2,龟派气波,R,2618,3,5
basic,2,龟派气波,shell,2,吸收,L,3257,6,3
angel,1,祝福,basic,3,过肩摔,R,2730,4,5
basic,3,过肩摔,ninja,3,背刺,L,2668,4,2
diamond,2,钻石滚球,basic,3,过肩摔,R,2903,3,5
basic,3,过肩摔,rainbow,1,棱镜护盾,L,3078,5,5
hunter,3,狩猎弹幕,basic,3,过肩摔,R,2499,3,5
basic,3,过肩摔,bubble,2,泡泡束缚,L,3190,5,5
phoenix,1,熔岩盾,basic,3,过肩摔,R,2722,3,5
basic,3,过肩摔,cyber,3,智能AI,L,3859,5,3
space,2,星波,basic,3,过肩摔,R,2736,3,4
basic,3,过肩摔,shell,1,复制,L,2923,4,2
angel,1,祝福,stone,1,岩石护盾,R,3707,7,6
stone,1,岩石护盾,ninja,3,背刺,R,2966,4,4
diamond,2,钻石滚球,stone,1,岩石护盾,R,3429,3,4
stone,1,岩石护盾,rainbow,1,棱镜护盾,L,3931,6,9
hunter,3,狩猎弹幕,stone,1,岩石护盾,R,3174,5,5
stone,1,岩石护盾,bubble,2,泡泡束缚,R,3773,4,9
phoenix,1,熔岩盾,stone,1,岩石护盾,R,3491,6,6
stone,1,岩石护盾,cyber,3,智能AI,R,5192,7,6
space,2,星波,stone,1,岩石护盾,R,2895,4,5
stone,1,岩石护盾,shell,1,复制,L,3426,5,4
angel,2,平等,stone,2,磐石之躯,R,3011,6,6
stone,2,磐石之躯,two_head,1,灵能冲击/锤击,L,3604,6,5
diamond,3,钻石冲撞,stone,2,磐石之躯,R,3671,6,6
stone,2,磐石之躯,rainbow,2,全色风暴,L,3468,7,4
pirate,1,火炮齐射,stone,2,磐石之躯,R,3065,4,7
stone,2,磐石之躯,bubble,3,泡泡爆破,L,3147,8,4
phoenix,2,烫伤,stone,2,磐石之躯,L,3076,6,5
stone,2,磐石之躯,crystal,1,水晶壁垒,L,3779,7,4
space,3,扭曲空间,stone,2,磐石之躯,R,3366,3,6
stone,2,磐石之躯,shell,2,吸收,R,3736,7,7
ice,1,冰霜,stone,3,嘲讽,R,3044,4,5
stone,3,嘲讽,two_head,3,融合,L,3317,5,4
fortune,2,梭哈,stone,3,嘲讽,R,2860,2,5
stone,3,嘲讽,gambler,1,万能牌,L,2908,4,5
pirate,3,海盗船,stone,3,嘲讽,R,3700,4,5
stone,3,嘲讽,line,2,画龙点睛,L,3589,3,5
lava,1,地裂,stone,3,嘲讽,R,3273,4,5
stone,3,嘲讽,crystal,3,水晶球,R,2919,3,6
hiding,2,防御,stone,3,嘲讽,L,3584,5,5
bamboo,1,自然恢复,bamboo,2,竹击,R,3258,3,5
ninja,1,手里剑,bamboo,1,自然恢复,L,3056,5,3
bamboo,1,自然恢复,ghost,3,虚化,L,3800,3,5
dice,2,命运骰子,bamboo,1,自然恢复,L,3876,5,3
bamboo,1,自然恢复,hunter,1,精准射击,R,3119,3,5
candy,3,糖果炸弹,bamboo,1,自然恢复,L,3481,6,4
bamboo,1,自然恢复,lightning,2,雷暴,R,3357,4,6
cyber,1,能量大炮,bamboo,1,自然恢复,R,4381,5,8
bamboo,1,自然恢复,chest,3,财宝炮击,R,3433,3,6
headless,2,万千触须,bamboo,1,自然恢复,L,3971,4,4
bamboo,2,竹击,angel,3,飞升,L,3003,5,6
two_head,2,精神干扰/吸收,bamboo,2,竹击,R,3327,5,5
bamboo,2,竹击,fortune,1,骰子,L,3516,5,8
rainbow,3,反射,bamboo,2,竹击,L,3126,5,3
bamboo,2,竹击,pirate,2,朗姆酒,L,3738,4,5
line,1,连笔,bamboo,2,竹击,R,2843,4,5
bamboo,2,竹击,phoenix,3,强化涅槃,R,3022,3,4
crystal,2,碎晶爆破,bamboo,2,竹击,L,3162,5,3
bamboo,2,竹击,hiding,1,缩头,R,3167,4,5
shell,3,暗影,bamboo,2,竹击,R,3253,4,5
bamboo,3,竹刺阵,ninja,2,炸弹,R,2817,3,5
diamond,1,坚不可摧,bamboo,3,竹刺阵,R,3073,4,5
bamboo,3,竹刺阵,dice,3,稳定骰子,L,3035,4,2
hunter,2,隐蔽,bamboo,3,竹刺阵,R,3311,6,5
bamboo,3,竹刺阵,bubble,1,泡泡盾,R,3426,3,6
lightning,3,雷盾,bamboo,3,竹刺阵,R,2910,5,5
bamboo,3,竹刺阵,cyber,2,侵入,R,4480,4,3
space,1,虫洞,bamboo,3,竹刺阵,L,3818,6,3
bamboo,3,竹刺阵,headless,3,灵魂打击,R,2671,2,4
ice,3,团队护盾,angel,1,祝福,R,4424,6,9
angel,1,祝福,ghost,2,灵魂风暴,R,2696,5,6
dice,1,孤注一掷,angel,1,祝福,R,3129,2,7
angel,1,祝福,gambler,3,命运之轮,L,3164,7,4
candy,2,糖衣炮弹,angel,1,祝福,L,3254,5,6
angel,1,祝福,lightning,1,涌动,R,4213,8,8
lava,3,熔岩爆发,angel,1,祝福,L,4412,7,9
angel,1,祝福,chest,2,财宝风暴,R,3335,6,6
headless,1,恐吓,angel,1,祝福,L,3607,6,6
angel,2,平等,ice,2,冰封,R,3851,9,7
ghost,1,幽冥突袭,angel,2,平等,L,3288,6,7
angel,2,平等,fortune,3,招财进宝,L,2976,8,3
gambler,2,赌注,angel,2,平等,L,2641,5,6
angel,2,平等,candy,1,糖果锤,L,2791,7,4
line,3,墨水炸弹,angel,2,平等,R,2784,4,8
angel,2,平等,lava,2,岩浆涌动,L,3229,8,3
chest,1,清点财宝,angel,2,平等,R,2562,2,7
angel,2,平等,hiding,3,强化随从,R,3001,6,7
ice,2,冰封,angel,3,飞升,R,3517,7,9
angel,3,飞升,ghost,1,幽冥突袭,R,2525,5,5
fortune,3,招财进宝,angel,3,飞升,R,3305,3,9
angel,3,飞升,gambler,2,赌注,R,2577,5,5
candy,1,糖果锤,angel,3,飞升,L,2904,5,6
angel,3,飞升,line,3,墨水炸弹,R,2966,7,5
lava,2,岩浆涌动,angel,3,飞升,R,3569,3,9
angel,3,飞升,chest,1,清点财宝,R,3085,7,6
hiding,3,强化随从,angel,3,飞升,L,3359,8,7
ice,1,冰霜,ice,3,团队护盾,R,4083,6,7
ghost,2,灵魂风暴,ice,1,冰霜,L,2644,5,4
ice,1,冰霜,dice,1,孤注一掷,R,3200,5,4
gambler,3,命运之轮,ice,1,冰霜,R,2893,3,5
ice,1,冰霜,candy,2,糖衣炮弹,R,3149,5,5
lightning,1,涌动,ice,1,冰霜,L,2944,5,4
ice,1,冰霜,lava,3,熔岩爆发,R,3320,4,6
chest,2,财宝风暴,ice,1,冰霜,R,2957,3,5
ice,1,冰霜,headless,1,恐吓,R,3170,4,5
ninja,2,炸弹,ice,2,冰封,R,3684,4,7
ice,2,冰封,diamond,1,坚不可摧,R,4066,8,7
dice,3,稳定骰子,ice,2,冰封,R,2976,2,7
ice,2,冰封,hunter,2,隐蔽,L,4691,10,8
bubble,1,泡泡盾,ice,2,冰封,R,4031,5,9
ice,2,冰封,lightning,3,雷盾,R,3815,7,8
cyber,2,侵入,ice,2,冰封,L,3711,4,7
ice,2,冰封,space,1,虫洞,R,3814,6,7
headless,3,灵魂打击,ice,2,冰封,L,3166,4,5
ice,3,团队护盾,two_head,2,精神干扰/吸收,R,3698,5,7
fortune,1,骰子,ice,3,团队护盾,R,4021,8,7
ice,3,团队护盾,rainbow,3,反射,R,3099,4,5
pirate,2,朗姆酒,ice,3,团队护盾,R,3490,3,6
ice,3,团队护盾,line,1,连笔,R,3118,4,6
phoenix,3,强化涅槃,ice,3,团队护盾,L,4758,6,7
ice,3,团队护盾,crystal,2,碎晶爆破,R,3541,5,5
hiding,1,缩头,ice,3,团队护盾,L,4345,6,6
ice,3,团队护盾,shell,3,暗影,R,3409,4,5
ghost,3,虚化,ninja,1,手里剑,R,2690,3,5
ninja,1,手里剑,dice,2,命运骰子,R,3061,3,6
hunter,1,精准射击,ninja,1,手里剑,R,2726,4,6
ninja,1,手里剑,candy,3,糖果炸弹,R,3228,3,6
lightning,2,雷暴,ninja,1,手里剑,R,2591,3,5
ninja,1,手里剑,cyber,1,能量大炮,L,3978,8,4
chest,3,财宝炮击,ninja,1,手里剑,R,2554,2,5
ninja,1,手里剑,headless,2,万千触须,L,3173,6,2
two_head,3,融合,ninja,2,炸弹,R,2779,3,5
ninja,2,炸弹,fortune,2,梭哈,L,2618,5,2
gambler,1,万能牌,ninja,2,炸弹,R,2820,5,5
ninja,2,炸弹,pirate,3,海盗船,L,3359,6,3
line,2,画龙点睛,ninja,2,炸弹,R,2364,2,5
ninja,2,炸弹,lava,1,地裂,L,2909,5,3
crystal,3,水晶球,ninja,2,炸弹,R,2495,4,3
ninja,2,炸弹,hiding,2,防御,L,4214,7,5
two_head,1,灵能冲击/锤击,ninja,3,背刺,R,2646,3,5
ninja,3,背刺,diamond,3,钻石冲撞,R,3247,3,5
rainbow,2,全色风暴,ninja,3,背刺,R,2786,3,5
ninja,3,背刺,pirate,1,火炮齐射,R,2666,3,5
bubble,3,泡泡爆破,ninja,3,背刺,R,2585,3,5
ninja,3,背刺,phoenix,2,烫伤,R,2916,2,4
crystal,1,水晶壁垒,ninja,3,背刺,R,2607,3,5
ninja,3,背刺,space,3,扭曲空间,L,3076,4,3
shell,2,吸收,ninja,3,背刺,R,2633,4,5
two_head,1,灵能冲击/锤击,diamond,2,钻石滚球,R,3122,4,5
rainbow,1,棱镜护盾,two_head,1,灵能冲击/锤击,L,4183,14,6
two_head,1,灵能冲击/锤击,hunter,3,狩猎弹幕,R,2896,3,5
bubble,2,泡泡束缚,two_head,1,灵能冲击/锤击,L,3345,8,4
two_head,1,灵能冲击/锤击,phoenix,1,熔岩盾,R,3700,5,8
cyber,3,智能AI,two_head,1,灵能冲击/锤击,L,4803,4,7
two_head,1,灵能冲击/锤击,space,2,星波,R,3534,4,5
shell,1,复制,two_head,1,灵能冲击/锤击,L,3911,4,6
two_head,2,精神干扰/吸收,diamond,2,钻石滚球,R,3131,4,5
rainbow,1,棱镜护盾,two_head,2,精神干扰/吸收,L,4133,14,7
two_head,2,精神干扰/吸收,hunter,3,狩猎弹幕,R,3178,4,5
bubble,2,泡泡束缚,two_head,2,精神干扰/吸收,L,4133,10,5
two_head,2,精神干扰/吸收,phoenix,1,熔岩盾,R,3235,4,7
cyber,3,智能AI,two_head,2,精神干扰/吸收,L,5016,4,7
two_head,2,精神干扰/吸收,space,2,星波,R,2837,3,4
shell,1,复制,two_head,2,精神干扰/吸收,L,4188,5,7
two_head,3,融合,diamond,3,钻石冲撞,R,3588,5,6
rainbow,2,全色风暴,two_head,3,融合,L,3668,5,5
two_head,3,融合,pirate,1,火炮齐射,R,3147,4,6
bubble,3,泡泡爆破,two_head,3,融合,R,3885,6,6
two_head,3,融合,phoenix,2,烫伤,R,3008,3,6
crystal,1,水晶壁垒,two_head,3,融合,R,3991,4,5
two_head,3,融合,space,3,扭曲空间,R,3873,5,5
shell,2,吸收,two_head,3,融合,L,3730,6,5
ghost,1,幽冥突袭,fortune,2,梭哈,L,2887,6,2
gambler,1,万能牌,ghost,1,幽冥突袭,R,3005,5,6
ghost,1,幽冥突袭,pirate,3,海盗船,R,3547,6,4
line,2,画龙点睛,ghost,1,幽冥突袭,R,3271,4,7
ghost,1,幽冥突袭,lava,1,地裂,R,3403,5,5
crystal,3,水晶球,ghost,1,幽冥突袭,R,2585,2,5
ghost,1,幽冥突袭,hiding,2,防御,R,3770,6,5
ghost,3,虚化,ghost,2,灵魂风暴,R,2471,3,5
ghost,2,灵魂风暴,dice,2,命运骰子,L,2885,5,3
hunter,1,精准射击,ghost,2,灵魂风暴,R,2463,4,6
ghost,2,灵魂风暴,candy,3,糖果炸弹,L,2593,6,4
lightning,2,雷暴,ghost,2,灵魂风暴,R,2419,3,5
ghost,2,灵魂风暴,cyber,1,能量大炮,L,3816,7,3
chest,3,财宝炮击,ghost,2,灵魂风暴,R,2537,2,5
ghost,2,灵魂风暴,headless,2,万千触须,L,3218,6,3
fortune,1,骰子,ghost,3,虚化,R,3591,5,6
ghost,3,虚化,rainbow,3,反射,L,2892,4,4
pirate,2,朗姆酒,ghost,3,虚化,R,3727,5,5
ghost,3,虚化,line,1,连笔,L,3350,5,6
phoenix,3,强化涅槃,ghost,3,虚化,R,3500,5,6
ghost,3,虚化,crystal,2,碎晶爆破,L,2779,5,3
hiding,1,缩头,ghost,3,虚化,R,3631,2,6
ghost,3,虚化,shell,3,暗影,L,3733,6,4
dice,3,稳定骰子,diamond,1,坚不可摧,R,4015,4,7
diamond,1,坚不可摧,hunter,2,隐蔽,R,4708,7,11
bubble,1,泡泡盾,diamond,1,坚不可摧,L,4457,8,7
diamond,1,坚不可摧,lightning,3,雷盾,R,3687,5,8
cyber,2,侵入,diamond,1,坚不可摧,L,4782,3,8
diamond,1,坚不可摧,space,1,虫洞,R,4122,6,7
headless,3,灵魂打击,diamond,1,坚不可摧,L,3456,5,4
diamond,2,钻石滚球,dice,1,孤注一掷,L,3215,4,4
gambler,3,命运之轮,diamond,2,钻石滚球,R,2733,3,4
diamond,2,钻石滚球,candy,2,糖衣炮弹,R,3254,5,5
lightning,1,涌动,diamond,2,钻石滚球,R,3205,4,5
diamond,2,钻石滚球,lava,3,熔岩爆发,R,3642,4,6
chest,2,财宝风暴,diamond,2,钻石滚球,R,3052,3,5
diamond,2,钻石滚球,headless,1,恐吓,R,3800,3,5
fortune,3,招财进宝,diamond,3,钻石冲撞,R,2965,3,7
diamond,3,钻石冲撞,gambler,2,赌注,R,3287,3,5
candy,1,糖果锤,diamond,3,钻石冲撞,R,3103,5,7
diamond,3,钻石冲撞,line,3,墨水炸弹,L,2884,5,4
lava,2,岩浆涌动,diamond,3,钻石冲撞,R,3556,3,5
diamond,3,钻石冲撞,chest,1,清点财宝,L,3823,6,6
hiding,3,强化随从,diamond,3,钻石冲撞,R,3433,6,6
fortune,1,骰子,fortune,3,招财进宝,R,3406,7,3
gambler,2,赌注,fortune,1,骰子,L,2594,5,5
fortune,1,骰子,candy,1,糖果锤,R,3080,4,6
line,3,墨水炸弹,fortune,1,骰子,R,3313,4,10
fortune,1,骰子,lava,2,岩浆涌动,R,3096,5,4
chest,1,清点财宝,fortune,1,骰子,R,3396,5,9
fortune,1,骰子,hiding,3,强化随从,R,3280,6,8
dice,1,孤注一掷,fortune,2,梭哈,L,3151,6,2
fortune,2,梭哈,gambler,3,命运之轮,L,3055,2,4
candy,2,糖衣炮弹,fortune,2,梭哈,L,2372,4,2
fortune,2,梭哈,lightning,1,涌动,R,2937,2,5
lava,3,熔岩爆发,fortune,2,梭哈,L,2731,5,2
fortune,2,梭哈,chest,2,财宝风暴,R,3073,2,6
headless,1,恐吓,fortune,2,梭哈,L,3242,5,2
fortune,3,招财进宝,dice,3,稳定骰子,R,2602,2,4
hunter,2,隐蔽,fortune,3,招财进宝,R,5336,10,14
fortune,3,招财进宝,bubble,1,泡泡盾,R,3289,5,5
lightning,3,雷盾,fortune,3,招财进宝,R,3473,6,7
fortune,3,招财进宝,cyber,2,侵入,R,4106,8,4
space,1,虫洞,fortune,3,招财进宝,L,4533,7,10
fortune,3,招财进宝,headless,3,灵魂打击,R,2967,2,4
rainbow,3,反射,dice,1,孤注一掷,R,2966,3,6
dice,1,孤注一掷,pirate,2,朗姆酒,R,3384,4,6
line,1,连笔,dice,1,孤注一掷,R,2585,4,5
dice,1,孤注一掷,phoenix,3,强化涅槃,R,2988,3,4
crystal,2,碎晶爆破,dice,1,孤注一掷,R,2912,3,5
dice,1,孤注一掷,hiding,1,缩头,R,2935,4,5
shell,3,暗影,dice,1,孤注一掷,L,3589,4,4
dice,2,命运骰子,hunter,1,精准射击,R,2941,2,6
