左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,stone,1,岩石护盾,R,3089,5,6
angel,3,飞升,basic,1,打击,R,2777,6,6
basic,1,打击,two_head,2,精神干扰/吸收,L,3293,6,5
fortune,1,骰子,basic,1,打击,R,3081,6,7
basic,1,打击,rainbow,3,反射,R,3400,5,3
pirate,2,朗姆酒,basic,1,打击,R,3616,5,8
basic,1,打击,line,1,连笔,L,3433,4,6
phoenix,3,强化涅槃,basic,1,打击,R,3022,4,7
basic,1,打击,crystal,2,碎晶爆破,L,3566,6,3
hiding,1,缩头,basic,1,打击,R,3108,4,7
basic,1,打击,shell,3,暗影,R,3612,4,5
angel,1,祝福,basic,2,龟派气波,R,3255,5,7
basic,2,龟派气波,ninja,3,背刺,L,2967,5,4
diamond,2,钻石滚球,basic,2,龟派气波,R,3365,3,6
basic,2,龟派气波,rainbow,1,棱镜护盾,L,2944,6,4
hunter,3,狩猎弹幕,basic,2,龟派气波,R,2731,4,6
basic,2,龟派气波,bubble,2,泡泡束缚,R,3982,3,9
phoenix,1,熔岩盾,basic,2,龟派气波,R,2951,4,6
basic,2,龟派气波,cyber,3,智能AI,R,4743,6,4
space,2,星波,basic,2,龟派气波,R,2773,3,6
basic,2,龟派气波,shell,1,复制,R,3800,4,5
bamboo,3,竹刺阵,basic,3,过肩摔,R,2644,2,5
basic,3,过肩摔,ninja,2,炸弹,R,2626,3,5
diamond,1,坚不可摧,basic,3,过肩摔,R,2864,3,5
basic,3,过肩摔,dice,3,稳定骰子,L,2562,4,3
hunter,2,隐蔽,basic,3,过肩摔,R,2877,4,5
basic,3,过肩摔,bubble,1,泡泡盾,L,2728,4,3
lightning,3,雷盾,basic,3,过肩摔,R,2910,4,5
basic,3,过肩摔,cyber,2,侵入,R,3899,4,5
space,1,虫洞,basic,3,过肩摔,L,3576,5,3
basic,3,过肩摔,headless,3,灵魂打击,L,2526,5,3
bamboo,3,竹刺阵,stone,1,岩石护盾,R,2967,2,5
stone,1,岩石护盾,ninja,2,炸弹,R,2869,4,6
diamond,1,坚不可摧,stone,1,岩石护盾,R,3710,5,6
stone,1,岩石护盾,dice,3,稳定骰子,R,3165,4,3
hunter,2,隐蔽,stone,1,岩石护盾,R,4217,8,7
stone,1,岩石护盾,bubble,1,泡泡盾,L,3575,5,4
lightning,3,雷盾,stone,1,岩石护盾,R,3539,6,6
stone,1,岩石护盾,cyber,2,侵入,L,4374,6,3
space,1,虫洞,stone,1,岩石护盾,R,3806,6,6
stone,1,岩石护盾,headless,3,灵魂打击,R,3062,4,4
angel,1,祝福,stone,2,磐石之躯,R,3547,6,7
stone,2,磐石之躯,ninja,3,背刺,L,3228,6,3
diamond,2,钻石滚球,stone,2,磐石之躯,R,3200,3,6
stone,2,磐石之躯,rainbow,1,棱镜护盾,L,3857,8,5
hunter,3,狩猎弹幕,stone,2,磐石之躯,L,3145,6,5
stone,2,磐石之躯,bubble,2,泡泡束缚,L,4356,5,9
phoenix,1,熔岩盾,stone,2,磐石之躯,R,3669,5,7
stone,2,磐石之躯,cyber,3,智能AI,L,4807,6,5
space,2,星波,stone,2,磐石之躯,L,3011,5,5
stone,2,磐石之躯,shell,1,复制,L,3909,8,3
angel,3,飞升,stone,3,嘲讽,R,2969,5,5
stone,3,嘲讽,two_head,2,精神干扰/吸收,L,3424,4,5
fortune,1,骰子,stone,3,嘲讽,R,3344,7,5
stone,3,嘲讽,rainbow,3,反射,R,3263,3,6
pirate,2,朗姆酒,stone,3,嘲讽,R,3313,4,5
stone,3,嘲讽,line,1,连笔,R,3425,3,6
phoenix,3,强化涅槃,stone,3,嘲讽,L,3480,5,5
stone,3,嘲讽,crystal,2,碎晶爆破,R,2861,3,5
hiding,1,缩头,stone,3,嘲讽,L,3842,5,5
stone,3,嘲讽,shell,3,暗影,R,3588,3,5
ice,3,团队护盾,bamboo,1,自然恢复,R,3647,5,6
bamboo,1,自然恢复,ghost,2,灵魂风暴,R,2533,2,5
dice,1,孤注一掷,bamboo,1,自然恢复,L,3436,6,3
bamboo,1,自然恢复,gambler,3,命运之轮,L,3517,6,3
candy,2,糖衣炮弹,bamboo,1,自然恢复,L,2765,3,3
bamboo,1,自然恢复,lightning,1,涌动,L,3367,5,5
lava,3,熔岩爆发,bamboo,1,自然恢复,L,3326,6,3
bamboo,1,自然恢复,chest,2,财宝风暴,R,2823,3,6
headless,1,恐吓,bamboo,1,自然恢复,L,3718,6,4
bamboo,2,竹击,angel,2,平等,L,3489,4,8
two_head,1,灵能冲击/锤击,bamboo,2,竹击,R,3265,4,5
bamboo,2,竹击,diamond,3,钻石冲撞,R,2885,2,6
rainbow,2,全色风暴,bamboo,2,竹击,R,4369,3,3
bamboo,2,竹击,pirate,1,火炮齐射,R,2749,3,6
bubble,3,泡泡爆破,bamboo,2,竹击,R,3234,4,5
bamboo,2,竹击,phoenix,2,烫伤,R,2792,3,4
crystal,1,水晶壁垒,bamboo,2,竹击,R,3343,4,5
bamboo,2,竹击,space,3,扭曲空间,R,3256,3,5
shell,2,吸收,bamboo,2,竹击,R,3594,6,6
bamboo,3,竹刺阵,ninja,1,手里剑,R,2613,2,5
ghost,3,虚化,bamboo,3,竹刺阵,R,2937,4,5
bamboo,3,竹刺阵,dice,2,命运骰子,L,2896,3,4
