左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,basic,3,过肩摔,R,2702,4,5
angel,2,平等,basic,1,打击,L,3263,9,5
basic,1,打击,two_head,1,灵能冲击/锤击,R,3387,3,6
diamond,3,钻石冲撞,basic,1,打击,R,3457,6,6
basic,1,打击,rainbow,2,全色风暴,L,2919,6,3
pirate,1,火炮齐射,basic,1,打击,L,2437,5,4
basic,1,打击,bubble,3,泡泡爆破,L,3150,5,5
phoenix,2,烫伤,basic,1,打击,L,2417,5,4
basic,1,打击,crystal,1,水晶壁垒,L,3852,6,5
space,3,扭曲空间,basic,1,打击,R,2808,3,6
basic,1,打击,shell,2,吸收,R,3352,5,7
bamboo,3,竹刺阵,basic,2,龟派气波,R,2686,2,5
basic,2,龟派气波,ninja,2,炸弹,R,2926,5,5
diamond,1,坚不可摧,basic,2,龟派气波,R,3286,4,7
basic,2,龟派气波,dice,3,稳定骰子,L,2694,5,2
hunter,2,隐蔽,basic,2,龟派气波,R,3974,7,5
basic,2,龟派气波,bubble,1,泡泡盾,L,3050,6,4
lightning,3,雷盾,basic,2,龟派气波,R,3185,4,6
basic,2,龟派气波,cyber,2,侵入,R,4395,7,3
space,1,虫洞,basic,2,龟派气波,L,3771,6,4
basic,2,龟派气波,headless,3,灵魂打击,L,2907,5,3
bamboo,2,竹击,basic,3,过肩摔,R,2611,2,5
basic,3,过肩摔,ninja,1,手里剑,R,2930,4,6
ghost,3,虚化,basic,3,过肩摔,R,2719,3,4
basic,3,过肩摔,dice,2,命运骰子,L,2454,5,2
hunter,1,精准射击,basic,3,过肩摔,R,2675,4,4
basic,3,过肩摔,candy,3,糖果炸弹,R,2815,3,5
lightning,2,雷暴,basic,3,过肩摔,R,2552,3,5
basic,3,过肩摔,cyber,1,能量大炮,R,4084,5,4
chest,3,财宝炮击,basic,3,过肩摔,R,2316,1,5
basic,3,过肩摔,headless,2,万千触须,L,2811,5,2
bamboo,2,竹击,stone,1,岩石护盾,R,3281,3,5
stone,1,岩石护盾,ninja,1,手里剑,R,3015,4,5
ghost,3,虚化,stone,1,岩石护盾,L,3320,5,5
stone,1,岩石护盾,dice,2,命运骰子,L,2981,5,4
hunter,1,精准射击,stone,1,岩石护盾,R,3916,7,7
stone,1,岩石护盾,candy,3,糖果炸弹,R,2821,4,5
lightning,2,雷暴,stone,1,岩石护盾,R,3667,5,7
stone,1,岩石护盾,cyber,1,能量大炮,R,3936,6,6
chest,3,财宝炮击,stone,1,岩石护盾,R,2971,3,5
stone,1,岩石护盾,headless,2,万千触须,L,4130,6,4
bamboo,3,竹刺阵,stone,2,磐石之躯,R,3137,2,7
stone,2,磐石之躯,ninja,2,炸弹,L,3343,7,3
diamond,1,坚不可摧,stone,2,磐石之躯,R,3768,5,7
stone,2,磐石之躯,dice,3,稳定骰子,L,2991,6,3
hunter,2,隐蔽,stone,2,磐石之躯,L,4931,10,4
stone,2,磐石之躯,bubble,1,泡泡盾,L,4198,7,6
lightning,3,雷盾,stone,2,磐石之躯,R,3818,5,7
stone,2,磐石之躯,cyber,2,侵入,R,3253,5,5
space,1,虫洞,stone,2,磐石之躯,L,3623,6,4
stone,2,磐石之躯,headless,3,灵魂打击,R,3294,7,5
angel,2,平等,stone,3,嘲讽,L,3438,9,4
stone,3,嘲讽,two_head,1,灵能冲击/锤击,L,3288,5,4
diamond,3,钻石冲撞,stone,3,嘲讽,R,3416,4,5
stone,3,嘲讽,rainbow,2,全色风暴,L,2664,4,3
pirate,1,火炮齐射,stone,3,嘲讽,L,2654,5,4
stone,3,嘲讽,bubble,3,泡泡爆破,L,3576,5,5
phoenix,2,烫伤,stone,3,嘲讽,L,2176,4,3
stone,3,嘲讽,crystal,1,水晶壁垒,L,3269,5,4
space,3,扭曲空间,stone,3,嘲讽,R,3600,4,5
stone,3,嘲讽,shell,2,吸收,R,2909,4,6
ice,2,冰封,bamboo,1,自然恢复,R,3748,7,5
bamboo,1,自然恢复,ghost,1,幽冥突袭,R,2674,2,5
fortune,3,招财进宝,bamboo,1,自然恢复,R,3528,2,4
bamboo,1,自然恢复,gambler,2,赌注,R,2519,2,5
candy,1,糖果锤,bamboo,1,自然恢复,L,2848,6,2
bamboo,1,自然恢复,line,3,墨水炸弹,R,3136,3,5
lava,2,岩浆涌动,bamboo,1,自然恢复,R,3445,3,6
bamboo,1,自然恢复,chest,1,清点财宝,R,4176,6,8
hiding,3,强化随从,bamboo,1,自然恢复,R,3529,6,6
bamboo,2,竹击,angel,1,祝福,L,3757,5,5
ninja,3,背刺,bamboo,2,竹击,L,2910,5,3
bamboo,2,竹击,diamond,2,钻石滚球,L,3624,4,5
rainbow,1,棱镜护盾,bamboo,2,竹击,R,3220,7,5
bamboo,2,竹击,hunter,3,狩猎弹幕,R,3087,3,6
bubble,2,泡泡束缚,bamboo,2,竹击,L,3692,8,2
bamboo,2,竹击,phoenix,1,熔岩盾,R,2450,3,5
cyber,3,智能AI,bamboo,2,竹击,L,5005,5,6
bamboo,2,竹击,space,2,星波,R,3031,3,5
shell,1,复制,bamboo,2,竹击,L,3628,5,5
bamboo,3,竹刺阵,ice,3,团队护盾,L,4301,2,6
ghost,2,灵魂风暴,bamboo,3,竹刺阵,L,2131,4,2
bamboo,3,竹刺阵,dice,1,孤注一掷,L,3057,5,2
gambler,3,命运之轮,bamboo,3,竹刺阵,R,2668,3,3
bamboo,3,竹刺阵,candy,2,糖衣炮弹,R,2630,2,4
lightning,1,涌动,bamboo,3,竹刺阵,R,3076,4,4
bamboo,3,竹刺阵,lava,3,熔岩爆发,L,3009,4,4
chest,2,财宝风暴,bamboo,3,竹刺阵,R,2587,3,4
bamboo,3,竹刺阵,headless,1,恐吓,R,3061,2,5
ice,1,冰霜,angel,1,祝福,R,3324,5,8
angel,1,祝福,two_head,3,融合,R,4097,8,6
fortune,2,梭哈,angel,1,祝福,R,3074,2,7
angel,1,祝福,gambler,1,万能牌,R,4093,8,9
pirate,3,海盗船,angel,1,祝福,L,3478,5,7
angel,1,祝福,line,2,画龙点睛,L,4155,10,6
lava,1,地裂,angel,1,祝福,R,3024,3,7
angel,1,祝福,crystal,3,水晶球,R,3719,7,7
hiding,2,防御,angel,1,祝福,L,4080,5,8
angel,2,平等,angel,3,飞升,L,2738,8,5
two_head,2,精神干扰/吸收,angel,2,平等,R,2521,3,6
angel,2,平等,fortune,1,骰子,L,3033,9,6
rainbow,3,反射,angel,2,平等,R,2533,2,7
angel,2,平等,pirate,2,朗姆酒,L,3264,9,4
line,1,连笔,angel,2,平等,R,2580,4,7
angel,2,平等,phoenix,3,强化涅槃,R,2520,5,4
crystal,2,碎晶爆破,angel,2,平等,R,2717,3,8
angel,2,平等,hiding,1,缩头,L,2910,7,4
shell,3,暗影,angel,2,平等,L,2769,4,6
angel,3,飞升,two_head,2,精神干扰/吸收,L,3981,9,7
fortune,1,骰子,angel,3,飞升,L,3648,5,7
angel,3,飞升,rainbow,3,反射,R,3263,5,6
pirate,2,朗姆酒,angel,3,飞升,L,3512,5,7
angel,3,飞升,line,1,连笔,R,2867,5,6
phoenix,3,强化涅槃,angel,3,飞升,L,2796,4,5
angel,3,飞升,crystal,2,碎晶爆破,L,3530,8,5
hiding,1,缩头,angel,3,飞升,L,3653,5,7
angel,3,飞升,shell,3,暗影,R,3128,5,4
two_head,3,融合,ice,1,冰霜,L,4301,6,7
ice,1,冰霜,fortune,2,梭哈,R,4292,7,1
gambler,1,万能牌,ice,1,冰霜,L,3847,8,6
ice,1,冰霜,pirate,3,海盗船,R,3467,5,5
line,2,画龙点睛,ice,1,冰霜,L,4261,6,7
ice,1,冰霜,lava,1,地裂,R,3513,5,5
crystal,3,水晶球,ice,1,冰霜,L,3670,6,6
ice,1,冰霜,hiding,2,防御,R,3679,5,5
ice,3,团队护盾,ice,2,冰封,L,4240,6,8
ice,2,冰封,ghost,2,灵魂风暴,R,2536,4,4
dice,1,孤注一掷,ice,2,冰封,L,4380,2,9
ice,2,冰封,gambler,3,命运之轮,R,3626,7,5
candy,2,糖衣炮弹,ice,2,冰封,L,3283,3,6
ice,2,冰封,lightning,1,涌动,R,3173,5,5
lava,3,熔岩爆发,ice,2,冰封,L,3861,7,8
ice,2,冰封,chest,2,财宝风暴,R,3725,7,6
headless,1,恐吓,ice,2,冰封,L,3534,4,6
ice,3,团队护盾,ninja,3,背刺,R,2890,3,5
diamond,2,钻石滚球,ice,3,团队护盾,L,3782,3,5
ice,3,团队护盾,rainbow,1,棱镜护盾,R,4163,6,9
hunter,3,狩猎弹幕,ice,3,团队护盾,L,3694,7,5
ice,3,团队护盾,bubble,2,泡泡束缚,R,3459,3,7
phoenix,1,熔岩盾,ice,3,团队护盾,L,3098,6,4
ice,3,团队护盾,cyber,3,智能AI,R,4690,6,4
space,2,星波,ice,3,团队护盾,L,3707,5,5
ice,3,团队护盾,shell,1,复制,R,3664,5,5
ghost,1,幽冥突袭,ninja,1,手里剑,R,3041,4,6
ninja,1,手里剑,fortune,3,招财进宝,R,2419,3,2
gambler,2,赌注,ninja,1,手里剑,R,2899,4,6
ninja,1,手里剑,candy,1,糖果锤,L,2996,6,4
line,3,墨水炸弹,ninja,1,手里剑,R,2519,3,5
ninja,1,手里剑,lava,2,岩浆涌动,L,3208,5,3
chest,1,清点财宝,ninja,1,手里剑,R,2828,3,6
ninja,1,手里剑,hiding,3,强化随从,L,3412,4,6
two_head,1,灵能冲击/锤击,ninja,2,炸弹,R,2572,3,5
ninja,2,炸弹,diamond,3,钻石冲撞,R,2850,2,6
rainbow,2,全色风暴,ninja,2,炸弹,R,2394,3,5
ninja,2,炸弹,pirate,1,火炮齐射,R,2416,3,4
bubble,3,泡泡爆破,ninja,2,炸弹,R,2880,3,3
ninja,2,炸弹,phoenix,2,烫伤,R,2563,2,5
crystal,1,水晶壁垒,ninja,2,炸弹,R,2629,3,5
ninja,2,炸弹,space,3,扭曲空间,L,2812,5,3
shell,2,吸收,ninja,2,炸弹,L,3326,6,5
ninja,3,背刺,diamond,1,坚不可摧,L,4683,3,7
dice,3,稳定骰子,ninja,3,背刺,R,2529,2,4
ninja,3,背刺,hunter,2,隐蔽,L,3410,6,6
bubble,1,泡泡盾,ninja,3,背刺,R,2760,4,5
ninja,3,背刺,lightning,3,雷盾,L,3174,5,4
cyber,2,侵入,ninja,3,背刺,L,3842,3,5
ninja,3,背刺,space,1,虫洞,R,2791,3,5
headless,3,灵魂打击,ninja,3,背刺,R,2988,3,5
two_head,1,灵能冲击/锤击,ghost,3,虚化,R,3036,4,5
dice,2,命运骰子,two_head,1,灵能冲击/锤击,L,2843,5,4
two_head,1,灵能冲击/锤击,hunter,1,精准射击,R,3720,5,8
candy,3,糖果炸弹,two_head,1,灵能冲击/锤击,L,3304,3,5
two_head,1,灵能冲击/锤击,lightning,2,雷暴,L,3564,6,5
cyber,1,能量大炮,two_head,1,灵能冲击/锤击,L,3542,6,5
two_head,1,灵能冲击/锤击,chest,3,财宝炮击,R,4139,6,7
headless,2,万千触须,two_head,1,灵能冲击/锤击,L,3606,4,4
two_head,2,精神干扰/吸收,ghost,3,虚化,R,3115,5,5
dice,2,命运骰子,two_head,2,精神干扰/吸收,L,3428,6,5
two_head,2,精神干扰/吸收,hunter,1,精准射击,R,3647,6,7
candy,3,糖果炸弹,two_head,2,精神干扰/吸收,L,3001,6,4
two_head,2,精神干扰/吸收,lightning,2,雷暴,R,4151,6,7
cyber,1,能量大炮,two_head,2,精神干扰/吸收,L,3387,5,5
two_head,2,精神干扰/吸收,chest,3,财宝炮击,R,3031,4,5
headless,2,万千触须,two_head,2,精神干扰/吸收,L,3631,4,5
two_head,3,融合,diamond,1,坚不可摧,L,4404,7,7
dice,3,稳定骰子,two_head,3,融合,R,3634,3,6
two_head,3,融合,hunter,2,隐蔽,R,4164,5,10
bubble,1,泡泡盾,two_head,3,融合,R,4320,6,7
two_head,3,融合,lightning,3,雷盾,L,4388,6,6
cyber,2,侵入,two_head,3,融合,L,4816,5,7
two_head,3,融合,space,1,虫洞,R,3366,4,7
headless,3,灵魂打击,two_head,3,融合,L,3486,4,4
ghost,1,幽冥突袭,diamond,3,钻石冲撞,L,2680,5,3
rainbow,2,全色风暴,ghost,1,幽冥突袭,R,2491,2,5
ghost,1,幽冥突袭,pirate,1,火炮齐射,L,2872,5,4
bubble,3,泡泡爆破,ghost,1,幽冥突袭,R,2480,3,5
ghost,1,幽冥突袭,phoenix,2,烫伤,R,2844,5,5
crystal,1,水晶壁垒,ghost,1,幽冥突袭,R,2818,3,6
ghost,1,幽冥突袭,space,3,扭曲空间,L,3306,6,4
shell,2,吸收,ghost,1,幽冥突袭,R,4000,5,8
ghost,2,灵魂风暴,fortune,3,招财进宝,L,2357,4,2
gambler,2,赌注,ghost,2,灵魂风暴,R,2514,4,5
ghost,2,灵魂风暴,candy,1,糖果锤,L,2575,5,3
line,3,墨水炸弹,ghost,2,灵魂风暴,R,2471,3,5
ghost,2,灵魂风暴,lava,2,岩浆涌动,L,2580,5,2
chest,1,清点财宝,ghost,2,灵魂风暴,R,2327,2,5
ghost,2,灵魂风暴,hiding,3,强化随从,L,2542,5,3
diamond,2,钻石滚球,ghost,3,虚化,R,3314,1,5
ghost,3,虚化,rainbow,1,棱镜护盾,L,3067,5,7
hunter,3,狩猎弹幕,ghost,3,虚化,R,2865,4,5
ghost,3,虚化,bubble,2,泡泡束缚,L,3691,5,8
phoenix,1,熔岩盾,ghost,3,虚化,L,3440,6,5
ghost,3,虚化,cyber,3,智能AI,R,4606,6,4
space,2,星波,ghost,3,虚化,R,2655,3,4
ghost,3,虚化,shell,1,复制,R,3331,4,4
dice,1,孤注一掷,diamond,1,坚不可摧,R,3310,2,6
diamond,1,坚不可摧,gambler,3,命运之轮,L,4591,8,7
candy,2,糖衣炮弹,diamond,1,坚不可摧,L,3647,4,6
diamond,1,坚不可摧,lightning,1,涌动,R,3726,5,6
lava,3,熔岩爆发,diamond,1,坚不可摧,L,4768,8,7
diamond,1,坚不可摧,chest,2,财宝风暴,R,3695,5,7
headless,1,恐吓,diamond,1,坚不可摧,R,3946,4,7
diamond,2,钻石滚球,fortune,2,梭哈,L,3196,5,1
gambler,1,万能牌,diamond,2,钻石滚球,R,3339,4,4
diamond,2,钻石滚球,pirate,3,海盗船,R,3601,4,4
line,2,画龙点睛,diamond,2,钻石滚球,R,2843,3,4
diamond,2,钻石滚球,lava,1,地裂,L,3245,3,4
crystal,3,水晶球,diamond,2,钻石滚球,R,3452,6,5
diamond,2,钻石滚球,hiding,2,防御,R,5017,2,7
fortune,1,骰子,diamond,3,钻石冲撞,R,3105,6,5
diamond,3,钻石冲撞,rainbow,3,反射,L,4221,8,6
pirate,2,朗姆酒,diamond,3,钻石冲撞,R,3554,4,6
diamond,3,钻石冲撞,line,1,连笔,L,3356,6,6
phoenix,3,强化涅槃,diamond,3,钻石冲撞,L,3195,5,5
diamond,3,钻石冲撞,crystal,2,碎晶爆破,L,3339,5,4
hiding,1,缩头,diamond,3,钻石冲撞,R,3756,5,5
diamond,3,钻石冲撞,shell,3,暗影,R,3030,4,4
rainbow,3,反射,fortune,1,骰子,R,3393,4,9
fortune,1,骰子,pirate,2,朗姆酒,R,3581,6,5
line,1,连笔,fortune,1,骰子,R,3811,7,10
fortune,1,骰子,phoenix,3,强化涅槃,R,2979,4,5
crystal,2,碎晶爆破,fortune,1,骰子,R,3617,4,7
fortune,1,骰子,hiding,1,缩头,R,3577,6,6
shell,3,暗影,fortune,1,骰子,L,2746,4,4
fortune,2,梭哈,gambler,1,万能牌,R,3457,1,8
pirate,3,海盗船,fortune,2,梭哈,L,3330,6,2
fortune,2,梭哈,line,2,画龙点睛,R,3194,1,5
lava,1,地裂,fortune,2,梭哈,L,3908,6,2
fortune,2,梭哈,crystal,3,水晶球,R,2787,1,6
hiding,2,防御,fortune,2,梭哈,L,3416,5,2
fortune,3,招财进宝,dice,1,孤注一掷,R,3391,2,3
gambler,3,命运之轮,fortune,3,招财进宝,R,2920,4,3
fortune,3,招财进宝,candy,2,糖衣炮弹,R,2490,2,4
lightning,1,涌动,fortune,3,招财进宝,R,3441,5,3
fortune,3,招财进宝,lava,3,熔岩爆发,R,3054,2,6
chest,2,财宝风暴,fortune,3,招财进宝,R,3116,3,3
fortune,3,招财进宝,headless,1,恐吓,R,3094,2,5
rainbow,1,棱镜护盾,dice,1,孤注一掷,R,3185,8,3
dice,1,孤注一掷,hunter,3,狩猎弹幕,R,3121,4,6
bubble,2,泡泡束缚,dice,1,孤注一掷,R,3261,6,5
dice,1,孤注一掷,phoenix,1,熔岩盾,R,2522,2,6
cyber,3,智能AI,dice,1,孤注一掷,L,4424,4,4
dice,1,孤注一掷,space,2,星波,R,2847,2,5
shell,1,复制,dice,1,孤注一掷,L,2971,4,3
dice,2,命运骰子,gambler,2,赌注,R,2523,2,5
candy,1,糖果锤,dice,2,命运骰子,L,2591,5,2
dice,2,命运骰子,line,3,墨水炸弹,L,3001,5,4
lava,2,岩浆涌动,dice,2,命运骰子,R,3377,3,4
dice,2,命运骰子,chest,1,清点财宝,R,3896,3,7
hiding,3,强化随从,dice,2,命运骰子,L,3446,6,5
dice,3,稳定骰子,rainbow,2,全色风暴,L,3608,2,3
pirate,1,火炮齐射,dice,3,稳定骰子,L,2384,4,2
dice,3,稳定骰子,bubble,3,泡泡爆破,R,3103,2,5
phoenix,2,烫伤,dice,3,稳定骰子,L,2578,4,2
dice,3,稳定骰子,crystal,1,水晶壁垒,L,2696,4,3
space,3,扭曲空间,dice,3,稳定骰子,R,2745,3,2
dice,3,稳定骰子,shell,2,吸收,R,2951,2,6
hunter,2,隐蔽,rainbow,1,棱镜护盾,R,4129,7,15
rainbow,1,棱镜护盾,bubble,1,泡泡盾,R,3595,9,6
lightning,3,雷盾,rainbow,1,棱镜护盾,R,4436,6,12
rainbow,1,棱镜护盾,cyber,2,侵入,R,3259,7,5
space,1,虫洞,rainbow,1,棱镜护盾,L,3552,7,10
rainbow,1,棱镜护盾,headless,3,灵魂打击,R,2954,7,4
hunter,1,精准射击,rainbow,2,全色风暴,L,2817,6,4
rainbow,2,全色风暴,candy,3,糖果炸弹,R,2304,2,5
lightning,2,雷暴,rainbow,2,全色风暴,L,3402,6,5
rainbow,2,全色风暴,cyber,1,能量大炮,R,2716,3,4
chest,3,财宝炮击,rainbow,2,全色风暴,L,3096,5,3
rainbow,2,全色风暴,headless,2,万千触须,R,2995,3,3
hunter,1,精准射击,rainbow,3,反射,R,2778,5,5
rainbow,3,反射,candy,3,糖果炸弹,R,2738,2,5
lightning,2,雷暴,rainbow,3,反射,R,3535,5,7
rainbow,3,反射,cyber,1,能量大炮,R,3017,3,5
chest,3,财宝炮击,rainbow,3,反射,R,2986,3,5
rainbow,3,反射,headless,2,万千触须,R,3099,4,3
hunter,2,隐蔽,gambler,1,万能牌,R,4123,8,10
gambler,1,万能牌,bubble,1,泡泡盾,R,2949,5,5
lightning,3,雷盾,gambler,1,万能牌,R,3041,4,7
gambler,1,万能牌,cyber,2,侵入,R,3186,5,5
space,1,虫洞,gambler,1,万能牌,L,3315,6,6
gambler,1,万能牌,headless,3,灵魂打击,R,2908,5,5
pirate,1,火炮齐射,gambler,2,赌注,R,3569,2,7
gambler,2,赌注,bubble,3,泡泡爆破,L,3359,7,5
phoenix,2,烫伤,gambler,2,赌注,L,2611,5,4
gambler,2,赌注,crystal,1,水晶壁垒,L,2900,5,4
space,3,扭曲空间,gambler,2,赌注,R,3161,4,5
gambler,2,赌注,shell,2,吸收,R,3303,5,7
candy,1,糖果锤,gambler,3,命运之轮,L,2650,5,3
gambler,3,命运之轮,line,3,墨水炸弹,R,3140,4,5
lava,2,岩浆涌动,gambler,3,命运之轮,L,3328,4,4
gambler,3,命运之轮,chest,1,清点财宝,R,3094,4,6
hiding,3,强化随从,gambler,3,命运之轮,L,3221,7,4
hunter,1,精准射击,hunter,3,狩猎弹幕,L,3248,6,5
bubble,2,泡泡束缚,hunter,1,精准射击,R,3601,8,7
hunter,1,精准射击,phoenix,1,熔岩盾,R,3328,5,7
cyber,3,智能AI,hunter,1,精准射击,R,4156,3,8
hunter,1,精准射击,space,2,星波,L,3074,6,4
shell,1,复制,hunter,1,精准射击,R,3771,3,8
hunter,2,隐蔽,candy,2,糖衣炮弹,R,3236,6,4
lightning,1,涌动,hunter,2,隐蔽,R,3872,6,9
hunter,2,隐蔽,lava,3,熔岩爆发,R,4109,7,8
chest,2,财宝风暴,hunter,2,隐蔽,L,3562,6,6
hunter,2,隐蔽,headless,1,恐吓,R,3360,5,6
pirate,3,海盗船,hunter,3,狩猎弹幕,R,4074,3,8
hunter,3,狩猎弹幕,line,2,画龙点睛,L,3123,6,4
lava,1,地裂,hunter,3,狩猎弹幕,R,2931,3,5
hunter,3,狩猎弹幕,crystal,3,水晶球,L,3468,6,4
hiding,2,防御,hunter,3,狩猎弹幕,L,3561,5,5
pirate,1,火炮齐射,pirate,2,朗姆酒,L,3458,7,4
line,1,连笔,pirate,1,火炮齐射,R,2954,5,6
