左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,bamboo,2,竹击,L,3510,6,3
ninja,1,手里剑,basic,1,打击,L,2944,5,5
basic,1,打击,ghost,3,虚化,R,2719,3,5
dice,2,命运骰子,basic,1,打击,R,2804,3,6
basic,1,打击,hunter,1,精准射击,R,3466,4,6
candy,3,糖果炸弹,basic,1,打击,R,3326,3,7
basic,1,打击,lightning,2,雷暴,L,2867,6,4
cyber,1,能量大炮,basic,1,打击,R,4061,4,8
basic,1,打击,chest,3,财宝炮击,R,2644,4,4
headless,2,万千触须,basic,1,打击,R,3309,3,7
basic,2,龟派气波,stone,3,嘲讽,L,2993,6,3
ice,2,冰封,basic,2,龟派气波,R,3322,6,5
basic,2,龟派气波,ghost,1,幽冥突袭,R,3372,5,5
fortune,3,招财进宝,basic,2,龟派气波,R,2931,2,6
basic,2,龟派气波,gambler,2,赌注,L,2662,5,3
candy,1,糖果锤,basic,2,龟派气波,R,2830,3,6
basic,2,龟派气波,line,3,墨水炸弹,L,2751,6,3
lava,2,岩浆涌动,basic,2,龟派气波,R,2887,2,5
basic,2,龟派气波,chest,1,清点财宝,L,3121,6,4
hiding,3,强化随从,basic,2,龟派气波,R,2963,4,5
basic,3,过肩摔,stone,2,磐石之躯,R,2930,3,6
ice,1,冰霜,basic,3,过肩摔,R,2841,4,5
basic,3,过肩摔,two_head,3,融合,L,2928,5,3
fortune,2,梭哈,basic,3,过肩摔,R,2523,1,5
basic,3,过肩摔,gambler,1,万能牌,L,2652,4,4
pirate,3,海盗船,basic,3,过肩摔,R,2893,2,5
basic,3,过肩摔,line,2,画龙点睛,L,2641,4,3
lava,1,地裂,basic,3,过肩摔,R,2689,3,4
basic,3,过肩摔,crystal,3,水晶球,L,2767,5,3
hiding,2,防御,basic,3,过肩摔,R,3332,3,5
stone,1,岩石护盾,stone,2,磐石之躯,R,3862,4,8
ice,1,冰霜,stone,1,岩石护盾,R,3172,5,5
stone,1,岩石护盾,two_head,3,融合,L,3347,5,4
fortune,2,梭哈,stone,1,岩石护盾,R,3007,1,5
stone,1,岩石护盾,gambler,1,万能牌,L,3358,5,6
pirate,3,海盗船,stone,1,岩石护盾,R,4123,5,6
stone,1,岩石护盾,line,2,画龙点睛,L,2948,5,3
lava,1,地裂,stone,1,岩石护盾,R,3314,4,5
stone,1,岩石护盾,crystal,3,水晶球,R,3452,4,6
hiding,2,防御,stone,1,岩石护盾,L,3800,5,5
stone,2,磐石之躯,stone,3,嘲讽,R,3217,6,4
ice,2,冰封,stone,2,磐石之躯,R,3355,6,6
stone,2,磐石之躯,ghost,1,幽冥突袭,R,2517,3,4
fortune,3,招财进宝,stone,2,磐石之躯,R,3317,3,7
stone,2,磐石之躯,gambler,2,赌注,R,3181,3,6
candy,1,糖果锤,stone,2,磐石之躯,R,3232,4,8
stone,2,磐石之躯,line,3,墨水炸弹,L,3328,7,4
lava,2,岩浆涌动,stone,2,磐石之躯,R,3727,4,8
stone,2,磐石之躯,chest,1,清点财宝,L,4365,9,6
hiding,3,强化随从,stone,2,磐石之躯,L,3571,5,7
stone,3,嘲讽,bamboo,2,竹击,L,3336,5,4
ninja,1,手里剑,stone,3,嘲讽,L,3214,6,3
stone,3,嘲讽,ghost,3,虚化,R,2336,2,3
dice,2,命运骰子,stone,3,嘲讽,R,2885,3,5
stone,3,嘲讽,hunter,1,精准射击,R,3124,3,5
candy,3,糖果炸弹,stone,3,嘲讽,R,3066,3,4
stone,3,嘲讽,lightning,2,雷暴,L,2780,4,3
cyber,1,能量大炮,stone,3,嘲讽,L,3172,5,4
stone,3,嘲讽,chest,3,财宝炮击,R,3551,4,6
headless,2,万千触须,stone,3,嘲讽,R,3106,2,5
bamboo,1,自然恢复,angel,2,平等,R,3062,2,7
