左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,bamboo,3,竹刺阵,R,2534,4,4
ninja,2,炸弹,basic,1,打击,L,2673,5,4
basic,1,打击,diamond,1,坚不可摧,L,4549,8,7
dice,3,稳定骰子,basic,1,打击,R,2580,2,6
basic,1,打击,hunter,2,隐蔽,L,3539,7,6
bubble,1,泡泡盾,basic,1,打击,R,2969,4,6
basic,1,打击,lightning,3,雷盾,L,3154,7,4
cyber,2,侵入,basic,1,打击,L,3410,5,6
basic,1,打击,space,1,虫洞,R,3397,5,6
headless,3,灵魂打击,basic,1,打击,R,3314,4,6
basic,2,龟派气波,bamboo,1,自然恢复,L,2803,6,2
ice,3,团队护盾,basic,2,龟派气波,R,2985,3,5
basic,2,龟派气波,ghost,2,灵魂风暴,R,2477,4,5
dice,1,孤注一掷,basic,2,龟派气波,R,2725,2,6
basic,2,龟派气波,gambler,3,命运之轮,L,2566,5,3
candy,2,糖衣炮弹,basic,2,龟派气波,R,2801,2,6
basic,2,龟派气波,lightning,1,涌动,L,2616,6,3
lava,3,熔岩爆发,basic,2,龟派气波,R,2799,4,6
basic,2,龟派气波,chest,2,财宝风暴,R,2972,4,4
headless,1,恐吓,basic,2,龟派气波,R,2923,3,5
basic,3,过肩摔,stone,3,嘲讽,L,2637,3,3
ice,2,冰封,basic,3,过肩摔,R,3199,6,4
basic,3,过肩摔,ghost,1,幽冥突袭,R,2348,2,4
fortune,3,招财进宝,basic,3,过肩摔,R,2392,2,5
basic,3,过肩摔,gambler,2,赌注,R,2569,2,5
candy,1,糖果锤,basic,3,过肩摔,R,2741,3,5
basic,3,过肩摔,line,3,墨水炸弹,L,2928,5,3
lava,2,岩浆涌动,basic,3,过肩摔,R,2978,3,5
basic,3,过肩摔,chest,1,清点财宝,L,3313,5,3
hiding,3,强化随从,basic,3,过肩摔,R,2989,4,4
stone,1,岩石护盾,stone,3,嘲讽,R,3313,5,4
ice,2,冰封,stone,1,岩石护盾,R,3479,7,5
stone,1,岩石护盾,ghost,1,幽冥突袭,R,2604,3,5
fortune,3,招财进宝,stone,1,岩石护盾,R,3056,3,5
stone,1,岩石护盾,gambler,2,赌注,L,3160,3,2
candy,1,糖果锤,stone,1,岩石护盾,R,2980,4,6
stone,1,岩石护盾,line,3,墨水炸弹,L,3024,5,4
lava,2,岩浆涌动,stone,1,岩石护盾,R,3353,3,5
stone,1,岩石护盾,chest,1,清点财宝,L,3724,5,6
hiding,3,强化随从,stone,1,岩石护盾,L,3574,7,5
stone,2,磐石之躯,bamboo,1,自然恢复,L,4088,8,3
ice,3,团队护盾,stone,2,磐石之躯,R,3350,4,8
stone,2,磐石之躯,ghost,2,灵魂风暴,R,2155,3,4
dice,1,孤注一掷,stone,2,磐石之躯,R,3119,2,6
stone,2,磐石之躯,gambler,3,命运之轮,L,3004,6,3
candy,2,糖衣炮弹,stone,2,磐石之躯,L,3186,4,5
stone,2,磐石之躯,lightning,1,涌动,L,3478,6,4
lava,3,熔岩爆发,stone,2,磐石之躯,R,3485,4,5
stone,2,磐石之躯,chest,2,财宝风暴,R,3853,7,5
headless,1,恐吓,stone,2,磐石之躯,L,3317,5,6
stone,3,嘲讽,bamboo,3,竹刺阵,R,2922,3,4
ninja,2,炸弹,stone,3,嘲讽,L,3017,5,4
stone,3,嘲讽,diamond,1,坚不可摧,L,4124,6,6
dice,3,稳定骰子,stone,3,嘲讽,R,2530,2,4
stone,3,嘲讽,hunter,2,隐蔽,L,3328,5,6
bubble,1,泡泡盾,stone,3,嘲讽,L,3543,6,5
stone,3,嘲讽,lightning,3,雷盾,L,2768,4,3
cyber,2,侵入,stone,3,嘲讽,L,4002,6,5
stone,3,嘲讽,space,1,虫洞,R,3371,4,5
headless,3,灵魂打击,stone,3,嘲讽,L,2969,4,3
bamboo,1,自然恢复,angel,3,飞升,L,3302,4,6
two_head,2,精神干扰/吸收,bamboo,1,自然恢复,R,3482,5,6
bamboo,1,自然恢复,fortune,1,骰子,R,3428,3,9
rainbow,3,反射,bamboo,1,自然恢复,L,2138,4,1
bamboo,1,自然恢复,pirate,2,朗姆酒,L,4224,7,6
line,1,连笔,bamboo,1,自然恢复,R,2872,5,5
bamboo,1,自然恢复,phoenix,3,强化涅槃,R,2802,3,4
crystal,2,碎晶爆破,bamboo,1,自然恢复,R,3404,4,4
bamboo,1,自然恢复,hiding,1,缩头,R,3419,4,5
shell,3,暗影,bamboo,1,自然恢复,L,3989,5,3
