左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,bamboo,1,自然恢复,R,3597,6,4
ice,3,团队护盾,basic,1,打击,R,2964,4,6
basic,1,打击,ghost,2,灵魂风暴,R,2303,3,4
dice,1,孤注一掷,basic,1,打击,R,2967,3,5
basic,1,打击,gambler,3,命运之轮,L,2797,6,3
candy,2,糖衣炮弹,basic,1,打击,L,2871,3,5
basic,1,打击,lightning,1,涌动,L,2621,6,3
lava,3,熔岩爆发,basic,1,打击,L,2890,5,4
basic,1,打击,chest,2,财宝风暴,R,2859,5,5
headless,1,恐吓,basic,1,打击,R,3034,3,6
basic,2,龟派气波,stone,2,磐石之躯,L,3048,5,5
ice,1,冰霜,basic,2,龟派气波,R,2929,3,5
basic,2,龟派气波,two_head,3,融合,L,2883,6,3
fortune,2,梭哈,basic,2,龟派气波,R,2598,1,6
basic,2,龟派气波,gambler,1,万能牌,L,2816,6,4
pirate,3,海盗船,basic,2,龟派气波,R,2961,2,6
basic,2,龟派气波,line,2,画龙点睛,L,2669,6,3
lava,1,地裂,basic,2,龟派气波,R,2926,3,5
basic,2,龟派气波,crystal,3,水晶球,L,2503,5,3
hiding,2,防御,basic,2,龟派气波,R,3428,3,5
basic,3,过肩摔,stone,1,岩石护盾,L,2618,3,3
angel,3,飞升,basic,3,过肩摔,R,2513,4,5
basic,3,过肩摔,two_head,2,精神干扰/吸收,L,2988,5,3
fortune,1,骰子,basic,3,过肩摔,R,2488,4,5
basic,3,过肩摔,rainbow,3,反射,R,2146,2,3
pirate,2,朗姆酒,basic,3,过肩摔,R,2480,2,5
basic,3,过肩摔,line,1,连笔,L,2720,4,4
phoenix,3,强化涅槃,basic,3,过肩摔,R,2881,3,5
basic,3,过肩摔,crystal,2,碎晶爆破,L,2498,5,2
hiding,1,缩头,basic,3,过肩摔,R,2598,3,4
basic,3,过肩摔,shell,3,暗影,L,2580,5,3
angel,3,飞升,stone,1,岩石护盾,R,3353,6,6
stone,1,岩石护盾,two_head,2,精神干扰/吸收,L,3770,6,6
fortune,1,骰子,stone,1,岩石护盾,R,3302,6,6
stone,1,岩石护盾,rainbow,3,反射,R,2264,3,4
pirate,2,朗姆酒,stone,1,岩石护盾,R,4139,5,6
stone,1,岩石护盾,line,1,连笔,L,2929,5,4
phoenix,3,强化涅槃,stone,1,岩石护盾,L,3384,5,4
stone,1,岩石护盾,crystal,2,碎晶爆破,L,2945,5,3
hiding,1,缩头,stone,1,岩石护盾,L,3686,5,5
stone,1,岩石护盾,shell,3,暗影,L,3639,6,5
ice,1,冰霜,stone,2,磐石之躯,R,3145,4,7
stone,2,磐石之躯,two_head,3,融合,L,3551,4,4
fortune,2,梭哈,stone,2,磐石之躯,R,3071,1,8
stone,2,磐石之躯,gambler,1,万能牌,L,3496,7,6
pirate,3,海盗船,stone,2,磐石之躯,R,3942,2,9
stone,2,磐石之躯,line,2,画龙点睛,L,3134,6,3
