左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,stone,2,磐石之躯,R,3050,4,7
ice,1,冰霜,basic,1,打击,R,2941,3,6
basic,1,打击,two_head,3,融合,L,3975,5,5
fortune,2,梭哈,basic,1,打击,R,2879,1,6
basic,1,打击,gambler,1,万能牌,L,3380,7,6
pirate,3,海盗船,basic,1,打击,R,3705,4,8
basic,1,打击,line,2,画龙点睛,L,3608,4,5
lava,1,地裂,basic,1,打击,R,2890,3,6
basic,1,打击,crystal,3,水晶球,R,2829,4,6
hiding,2,防御,basic,1,打击,L,3318,5,6
basic,2,龟派气波,basic,3,过肩摔,R,2784,4,5
angel,2,平等,basic,2,龟派气波,R,2663,5,6
basic,2,龟派气波,two_head,1,灵能冲击/锤击,L,2396,5,2
diamond,3,钻石冲撞,basic,2,龟派气波,R,3016,4,5
basic,2,龟派气波,rainbow,2,全色风暴,R,2378,3,4
pirate,1,火炮齐射,basic,2,龟派气波,R,3083,3,6
basic,2,龟派气波,bubble,3,泡泡爆破,L,2634,5,3
phoenix,2,烫伤,basic,2,龟派气波,R,2948,4,6
basic,2,龟派气波,crystal,1,水晶壁垒,L,3280,6,3
space,3,扭曲空间,basic,2,龟派气波,R,2644,3,6
basic,2,龟派气波,shell,2,吸收,L,3267,5,3
angel,1,祝福,basic,3,过肩摔,R,2741,4,5
basic,3,过肩摔,ninja,3,背刺,L,3069,5,2
diamond,2,钻石滚球,basic,3,过肩摔,R,2750,3,5
basic,3,过肩摔,rainbow,1,棱镜护盾,R,2863,3,9
hunter,3,狩猎弹幕,basic,3,过肩摔,R,2734,4,4
basic,3,过肩摔,bubble,2,泡泡束缚,L,3343,5,7
phoenix,1,熔岩盾,basic,3,过肩摔,R,2882,4,5
basic,3,过肩摔,cyber,3,智能AI,L,4657,6,4
space,2,星波,basic,3,过肩摔,R,2736,3,4
basic,3,过肩摔,shell,1,复制,L,3209,3,2
angel,1,祝福,stone,1,岩石护盾,R,3604,7,6
stone,1,岩石护盾,ninja,3,背刺,R,3128,4,3
diamond,2,钻石滚球,stone,1,岩石护盾,R,3332,4,5
stone,1,岩石护盾,rainbow,1,棱镜护盾,R,2884,4,10
hunter,3,狩猎弹幕,stone,1,岩石护盾,R,3241,4,5
stone,1,岩石护盾,bubble,2,泡泡束缚,R,3867,4,11
phoenix,1,熔岩盾,stone,1,岩石护盾,L,3648,7,6
stone,1,岩石护盾,cyber,3,智能AI,R,4776,6,5
space,2,星波,stone,1,岩石护盾,L,2868,4,4
stone,1,岩石护盾,shell,1,复制,L,3359,6,4
angel,2,平等,stone,2,磐石之躯,R,3358,7,7
stone,2,磐石之躯,two_head,1,灵能冲击/锤击,L,3594,6,5
diamond,3,钻石冲撞,stone,2,磐石之躯,L,3605,6,7
stone,2,磐石之躯,rainbow,2,全色风暴,R,2543,5,4
pirate,1,火炮齐射,stone,2,磐石之躯,R,3408,3,8
stone,2,磐石之躯,bubble,3,泡泡爆破,L,3279,6,5
phoenix,2,烫伤,stone,2,磐石之躯,L,2658,5,5
stone,2,磐石之躯,crystal,1,水晶壁垒,L,3803,8,4
space,3,扭曲空间,stone,2,磐石之躯,L,3390,4,6
stone,2,磐石之躯,shell,2,吸收,R,3729,7,7
ice,1,冰霜,stone,3,嘲讽,R,3085,4,5
stone,3,嘲讽,two_head,3,融合,L,3251,5,4
fortune,2,梭哈,stone,3,嘲讽,R,2748,1,4
stone,3,嘲讽,gambler,1,万能牌,L,3053,4,5
pirate,3,海盗船,stone,3,嘲讽,L,3959,5,5
stone,3,嘲讽,line,2,画龙点睛,L,3221,3,4
lava,1,地裂,stone,3,嘲讽,R,3331,3,5
stone,3,嘲讽,crystal,3,水晶球,R,2870,3,6
hiding,2,防御,stone,3,嘲讽,L,3522,5,4
bamboo,1,自然恢复,bamboo,2,竹击,R,3119,3,5
ninja,1,手里剑,bamboo,1,自然恢复,L,3005,5,3
bamboo,1,自然恢复,ghost,3,虚化,R,3165,3,5
dice,2,命运骰子,bamboo,1,自然恢复,R,3392,4,3
bamboo,1,自然恢复,hunter,1,精准射击,L,3668,6,4
candy,3,糖果炸弹,bamboo,1,自然恢复,R,3505,5,6
bamboo,1,自然恢复,lightning,2,雷暴,R,3606,5,6
cyber,1,能量大炮,bamboo,1,自然恢复,L,4204,5,4
bamboo,1,自然恢复,chest,3,财宝炮击,R,3379,4,5
headless,2,万千触须,bamboo,1,自然恢复,R,4039,3,7
bamboo,2,竹击,angel,3,飞升,L,3389,5,6
two_head,2,精神干扰/吸收,bamboo,2,竹击,R,3311,5,4
bamboo,2,竹击,fortune,1,骰子,L,3401,4,7
rainbow,3,反射,bamboo,2,竹击,L,2051,4,2
bamboo,2,竹击,pirate,2,朗姆酒,L,3666,4,5
line,1,连笔,bamboo,2,竹击,R,2812,4,5
bamboo,2,竹击,phoenix,3,强化涅槃,R,2454,3,4
crystal,2,碎晶爆破,bamboo,2,竹击,R,3296,4,5
bamboo,2,竹击,hiding,1,缩头,R,3461,4,5
shell,3,暗影,bamboo,2,竹击,R,3264,4,5
bamboo,3,竹刺阵,ninja,2,炸弹,R,2590,2,5
diamond,1,坚不可摧,bamboo,3,竹刺阵,R,3003,4,5
bamboo,3,竹刺阵,dice,3,稳定骰子,L,2921,3,2
hunter,2,隐蔽,bamboo,3,竹刺阵,R,3297,6,5
bamboo,3,竹刺阵,bubble,1,泡泡盾,R,3426,3,6
lightning,3,雷盾,bamboo,3,竹刺阵,R,2871,4,5
bamboo,3,竹刺阵,cyber,2,侵入,R,2887,3,4
space,1,虫洞,bamboo,3,竹刺阵,L,3852,7,3
bamboo,3,竹刺阵,headless,3,灵魂打击,R,2645,2,4
ice,3,团队护盾,angel,1,祝福,L,4237,7,8
angel,1,祝福,ghost,2,灵魂风暴,R,2344,4,5
dice,1,孤注一掷,angel,1,祝福,R,3166,2,8
angel,1,祝福,gambler,3,命运之轮,L,4002,10,6
candy,2,糖衣炮弹,angel,1,祝福,L,2733,4,5
angel,1,祝福,lightning,1,涌动,R,3928,8,6
lava,3,熔岩爆发,angel,1,祝福,L,3573,6,6
angel,1,祝福,chest,2,财宝风暴,R,2882,5,6
headless,1,恐吓,angel,1,祝福,L,3301,5,6
angel,2,平等,ice,2,冰封,L,3142,8,5
ghost,1,幽冥突袭,angel,2,平等,L,2873,6,6
angel,2,平等,fortune,3,招财进宝,L,2832,7,2
gambler,2,赌注,angel,2,平等,R,2818,4,7
angel,2,平等,candy,1,糖果锤,L,3030,8,4
line,3,墨水炸弹,angel,2,平等,R,2778,4,8
angel,2,平等,lava,2,岩浆涌动,L,3561,9,4
chest,1,清点财宝,angel,2,平等,R,2490,2,6
angel,2,平等,hiding,3,强化随从,R,3317,7,8
ice,2,冰封,angel,3,飞升,R,3558,7,6
angel,3,飞升,ghost,1,幽冥突袭,R,2400,4,5
fortune,3,招财进宝,angel,3,飞升,R,3439,2,8
angel,3,飞升,gambler,2,赌注,R,2620,4,5
candy,1,糖果锤,angel,3,飞升,L,2907,5,4
angel,3,飞升,line,3,墨水炸弹,L,3506,7,5
lava,2,岩浆涌动,angel,3,飞升,R,3794,4,8
angel,3,飞升,chest,1,清点财宝,R,3703,6,7
hiding,3,强化随从,angel,3,飞升,L,3076,6,5
ice,1,冰霜,ice,3,团队护盾,R,3246,4,5
ghost,2,灵魂风暴,ice,1,冰霜,L,2508,4,4
ice,1,冰霜,dice,1,孤注一掷,R,3543,5,2
gambler,3,命运之轮,ice,1,冰霜,R,2886,3,5
ice,1,冰霜,candy,2,糖衣炮弹,R,3088,4,5
lightning,1,涌动,ice,1,冰霜,R,3075,4,5
ice,1,冰霜,lava,3,熔岩爆发,R,3312,4,6
