左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,basic,2,龟派气波,R,2747,3,5
angel,1,祝福,basic,1,打击,R,3112,6,6
basic,1,打击,ninja,3,背刺,R,2648,4,5
diamond,2,钻石滚球,basic,1,打击,L,4031,6,5
basic,1,打击,rainbow,1,棱镜护盾,R,2506,3,9
hunter,3,狩猎弹幕,basic,1,打击,R,2721,4,6
basic,1,打击,bubble,2,泡泡束缚,L,3810,4,8
phoenix,1,熔岩盾,basic,1,打击,L,3404,7,6
basic,1,打击,cyber,3,智能AI,R,4696,7,4
space,2,星波,basic,1,打击,R,2919,4,6
basic,1,打击,shell,1,复制,R,2997,5,4
bamboo,2,竹击,basic,2,龟派气波,R,2686,2,5
basic,2,龟派气波,ninja,1,手里剑,L,2936,5,4
ghost,3,虚化,basic,2,龟派气波,R,2814,3,6
basic,2,龟派气波,dice,2,命运骰子,L,2940,5,3
hunter,1,精准射击,basic,2,龟派气波,R,2870,4,6
basic,2,龟派气波,candy,3,糖果炸弹,R,2678,4,5
lightning,2,雷暴,basic,2,龟派气波,R,2667,3,6
basic,2,龟派气波,cyber,1,能量大炮,L,4427,8,3
chest,3,财宝炮击,basic,2,龟派气波,R,2484,2,5
basic,2,龟派气波,headless,2,万千触须,L,3251,6,2
bamboo,1,自然恢复,basic,3,过肩摔,R,2671,2,4
basic,3,过肩摔,ice,3,团队护盾,L,3435,4,4
ghost,2,灵魂风暴,basic,3,过肩摔,L,2487,5,3
basic,3,过肩摔,dice,1,孤注一掷,L,2404,5,2
gambler,3,命运之轮,basic,3,过肩摔,R,2454,3,4
basic,3,过肩摔,candy,2,糖衣炮弹,L,2707,4,3
lightning,1,涌动,basic,3,过肩摔,R,2515,3,5
basic,3,过肩摔,lava,3,熔岩爆发,L,2735,5,4
chest,2,财宝风暴,basic,3,过肩摔,R,2392,2,5
basic,3,过肩摔,headless,1,恐吓,R,3192,3,4
bamboo,1,自然恢复,stone,1,岩石护盾,R,3654,4,6
stone,1,岩石护盾,ice,3,团队护盾,R,3518,4,6
ghost,2,灵魂风暴,stone,1,岩石护盾,L,2442,4,3
stone,1,岩石护盾,dice,1,孤注一掷,L,2836,5,3
gambler,3,命运之轮,stone,1,岩石护盾,R,3186,4,5
stone,1,岩石护盾,candy,2,糖衣炮弹,R,2916,4,4
lightning,1,涌动,stone,1,岩石护盾,R,3044,4,5
stone,1,岩石护盾,lava,3,熔岩爆发,R,2748,4,5
chest,2,财宝风暴,stone,1,岩石护盾,R,3010,3,5
stone,1,岩石护盾,headless,1,恐吓,R,3556,4,6
bamboo,2,竹击,stone,2,磐石之躯,R,3032,2,7
stone,2,磐石之躯,ninja,1,手里剑,R,3031,5,6
ghost,3,虚化,stone,2,磐石之躯,L,2736,4,5
stone,2,磐石之躯,dice,2,命运骰子,L,2754,7,3
hunter,1,精准射击,stone,2,磐石之躯,R,3823,6,7
stone,2,磐石之躯,candy,3,糖果炸弹,R,3346,5,6
lightning,2,雷暴,stone,2,磐石之躯,R,3016,3,6
stone,2,磐石之躯,cyber,1,能量大炮,R,3867,7,5
chest,3,财宝炮击,stone,2,磐石之躯,R,3011,3,7
stone,2,磐石之躯,headless,2,万千触须,L,3771,8,2
angel,1,祝福,stone,3,嘲讽,R,3298,6,5
stone,3,嘲讽,ninja,3,背刺,R,3221,4,4
diamond,2,钻石滚球,stone,3,嘲讽,R,3192,4,5
stone,3,嘲讽,rainbow,1,棱镜护盾,R,2404,3,8
hunter,3,狩猎弹幕,stone,3,嘲讽,R,2966,4,5
stone,3,嘲讽,bubble,2,泡泡束缚,L,3625,4,8
phoenix,1,熔岩盾,stone,3,嘲讽,L,2719,5,4
stone,3,嘲讽,cyber,3,智能AI,R,4231,5,4
space,2,星波,stone,3,嘲讽,R,3023,4,5
stone,3,嘲讽,shell,1,复制,L,3165,4,4
ice,1,冰霜,bamboo,1,自然恢复,R,3247,5,6
bamboo,1,自然恢复,two_head,3,融合,L,3577,5,5
fortune,2,梭哈,bamboo,1,自然恢复,R,3312,2,6
bamboo,1,自然恢复,gambler,1,万能牌,L,3378,5,6
pirate,3,海盗船,bamboo,1,自然恢复,R,3882,5,6
bamboo,1,自然恢复,line,2,画龙点睛,L,3473,3,5
lava,1,地裂,bamboo,1,自然恢复,L,3512,5,4
bamboo,1,自然恢复,crystal,3,水晶球,R,3580,4,6
hiding,2,防御,bamboo,1,自然恢复,L,3838,5,6
bamboo,2,竹击,bamboo,3,竹刺阵,R,2970,3,5
ninja,2,炸弹,bamboo,2,竹击,L,2685,5,3
bamboo,2,竹击,diamond,1,坚不可摧,L,4035,4,6
dice,3,稳定骰子,bamboo,2,竹击,L,2962,2,2
bamboo,2,竹击,hunter,2,隐蔽,L,3640,4,6
bubble,1,泡泡盾,bamboo,2,竹击,R,3311,4,5
bamboo,2,竹击,lightning,3,雷盾,L,3225,5,4
cyber,2,侵入,bamboo,2,竹击,L,3085,4,3
bamboo,2,竹击,space,1,虫洞,R,3277,3,6
headless,3,灵魂打击,bamboo,2,竹击,L,3132,4,3
bamboo,3,竹刺阵,ice,2,冰封,L,3136,4,5
ghost,1,幽冥突袭,bamboo,3,竹刺阵,L,3106,5,3
bamboo,3,竹刺阵,fortune,3,招财进宝,L,2961,4,2
