左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,basic,3,过肩摔,R,2487,3,5
angel,2,平等,basic,1,打击,R,2771,6,6
basic,1,打击,two_head,1,灵能冲击/锤击,L,3449,6,5
diamond,3,钻石冲撞,basic,1,打击,L,3166,5,6
basic,1,打击,rainbow,2,全色风暴,R,2168,3,4
pirate,1,火炮齐射,basic,1,打击,L,2480,5,5
basic,1,打击,bubble,3,泡泡爆破,L,3267,5,5
phoenix,2,烫伤,basic,1,打击,L,2297,3,4
basic,1,打击,crystal,1,水晶壁垒,R,3530,5,6
space,3,扭曲空间,basic,1,打击,R,2952,3,6
basic,1,打击,shell,2,吸收,R,3482,5,7
bamboo,3,竹刺阵,basic,2,龟派气波,R,2651,2,5
basic,2,龟派气波,ninja,2,炸弹,L,2550,4,3
diamond,1,坚不可摧,basic,2,龟派气波,R,3297,4,7
basic,2,龟派气波,dice,3,稳定骰子,L,2307,4,2
hunter,2,隐蔽,basic,2,龟派气波,R,3034,5,6
basic,2,龟派气波,bubble,1,泡泡盾,L,3112,6,4
lightning,3,雷盾,basic,2,龟派气波,R,2817,3,6
basic,2,龟派气波,cyber,2,侵入,R,4501,6,4
space,1,虫洞,basic,2,龟派气波,R,3166,4,6
basic,2,龟派气波,headless,3,灵魂打击,L,3129,6,3
bamboo,2,竹击,basic,3,过肩摔,R,2516,2,5
basic,3,过肩摔,ninja,1,手里剑,R,2885,3,6
ghost,3,虚化,basic,3,过肩摔,R,2753,3,4
basic,3,过肩摔,dice,2,命运骰子,L,2397,4,2
hunter,1,精准射击,basic,3,过肩摔,R,2736,4,4
basic,3,过肩摔,candy,3,糖果炸弹,L,3156,5,3
lightning,2,雷暴,basic,3,过肩摔,R,2477,3,5
basic,3,过肩摔,cyber,1,能量大炮,L,4236,6,4
chest,3,财宝炮击,basic,3,过肩摔,R,2318,1,5
basic,3,过肩摔,headless,2,万千触须,L,3080,5,2
bamboo,2,竹击,stone,1,岩石护盾,R,3135,3,5
stone,1,岩石护盾,ninja,1,手里剑,R,2877,4,6
ghost,3,虚化,stone,1,岩石护盾,R,3399,4,6
stone,1,岩石护盾,dice,2,命运骰子,L,2567,5,3
hunter,1,精准射击,stone,1,岩石护盾,R,3459,6,6
stone,1,岩石护盾,candy,3,糖果炸弹,R,3502,5,4
lightning,2,雷暴,stone,1,岩石护盾,R,3095,4,5
stone,1,岩石护盾,cyber,1,能量大炮,R,4206,5,4
chest,3,财宝炮击,stone,1,岩石护盾,R,3030,3,5
stone,1,岩石护盾,headless,2,万千触须,R,3335,5,3
bamboo,3,竹刺阵,stone,2,磐石之躯,L,3464,4,6
stone,2,磐石之躯,ninja,2,炸弹,R,2856,5,5
diamond,1,坚不可摧,stone,2,磐石之躯,R,4061,5,10
stone,2,磐石之躯,dice,3,稳定骰子,L,2957,6,2
hunter,2,隐蔽,stone,2,磐石之躯,R,4463,8,7
stone,2,磐石之躯,bubble,1,泡泡盾,L,3683,5,5
lightning,3,雷盾,stone,2,磐石之躯,R,3281,4,5
stone,2,磐石之躯,cyber,2,侵入,R,4160,7,6
space,1,虫洞,stone,2,磐石之躯,R,3818,6,5
stone,2,磐石之躯,headless,3,灵魂打击,R,3029,5,4
angel,2,平等,stone,3,嘲讽,R,3152,7,5
stone,3,嘲讽,two_head,1,灵能冲击/锤击,L,3093,5,4
diamond,3,钻石冲撞,stone,3,嘲讽,R,3586,5,4
stone,3,嘲讽,rainbow,2,全色风暴,R,2060,2,3
pirate,1,火炮齐射,stone,3,嘲讽,L,2756,5,4
stone,3,嘲讽,bubble,3,泡泡爆破,L,2934,5,4
phoenix,2,烫伤,stone,3,嘲讽,L,2585,5,4
stone,3,嘲讽,crystal,1,水晶壁垒,L,2895,5,3
space,3,扭曲空间,stone,3,嘲讽,R,3154,4,5
stone,3,嘲讽,shell,2,吸收,L,3359,5,5
ice,2,冰封,bamboo,1,自然恢复,R,3516,7,5
bamboo,1,自然恢复,ghost,1,幽冥突袭,R,2739,2,4
fortune,3,招财进宝,bamboo,1,自然恢复,L,3664,3,4
bamboo,1,自然恢复,gambler,2,赌注,R,2521,2,5
candy,1,糖果锤,bamboo,1,自然恢复,L,3739,5,3
bamboo,1,自然恢复,line,3,墨水炸弹,L,3322,5,4
lava,2,岩浆涌动,bamboo,1,自然恢复,R,3403,3,6
bamboo,1,自然恢复,chest,1,清点财宝,R,4206,5,8
hiding,3,强化随从,bamboo,1,自然恢复,R,3550,7,5
bamboo,2,竹击,angel,1,祝福,L,3608,4,5
ninja,3,背刺,bamboo,2,竹击,R,3303,3,5
bamboo,2,竹击,diamond,2,钻石滚球,L,3525,5,5
rainbow,1,棱镜护盾,bamboo,2,竹击,L,2352,8,2
bamboo,2,竹击,hunter,3,狩猎弹幕,R,3013,3,5
bubble,2,泡泡束缚,bamboo,2,竹击,L,3733,9,3
bamboo,2,竹击,phoenix,1,熔岩盾,R,2454,3,5
cyber,3,智能AI,bamboo,2,竹击,R,4822,4,7
bamboo,2,竹击,space,2,星波,R,3821,3,6
shell,1,复制,bamboo,2,竹击,R,3202,3,5
bamboo,3,竹刺阵,ice,3,团队护盾,R,3275,3,5
ghost,2,灵魂风暴,bamboo,3,竹刺阵,L,2343,4,2
bamboo,3,竹刺阵,dice,1,孤注一掷,L,2747,4,2
gambler,3,命运之轮,bamboo,3,竹刺阵,R,2564,3,4
bamboo,3,竹刺阵,candy,2,糖衣炮弹,R,3370,3,3
lightning,1,涌动,bamboo,3,竹刺阵,R,2811,4,4
bamboo,3,竹刺阵,lava,3,熔岩爆发,R,3108,3,6
chest,2,财宝风暴,bamboo,3,竹刺阵,R,2468,3,4
bamboo,3,竹刺阵,headless,1,恐吓,R,3126,3,5
ice,1,冰霜,angel,1,祝福,R,3417,5,8
angel,1,祝福,two_head,3,融合,R,3712,7,6
fortune,2,梭哈,angel,1,祝福,R,3538,2,6
angel,1,祝福,gambler,1,万能牌,R,4169,8,10
pirate,3,海盗船,angel,1,祝福,L,3452,5,7
angel,1,祝福,line,2,画龙点睛,R,4258,9,7
lava,1,地裂,angel,1,祝福,L,3803,5,7
angel,1,祝福,crystal,3,水晶球,R,3267,6,6
hiding,2,防御,angel,1,祝福,L,3719,5,7
angel,2,平等,angel,3,飞升,L,3063,9,6
two_head,2,精神干扰/吸收,angel,2,平等,R,3068,3,7
angel,2,平等,fortune,1,骰子,L,3075,9,6
rainbow,3,反射,angel,2,平等,L,3555,2,9
angel,2,平等,pirate,2,朗姆酒,L,3500,8,3
line,1,连笔,angel,2,平等,R,3205,5,9
angel,2,平等,phoenix,3,强化涅槃,R,2516,6,4
crystal,2,碎晶爆破,angel,2,平等,R,2817,2,7
angel,2,平等,hiding,1,缩头,R,3123,7,5
shell,3,暗影,angel,2,平等,L,3036,4,6
angel,3,飞升,two_head,2,精神干扰/吸收,R,3937,7,7
fortune,1,骰子,angel,3,飞升,R,3592,6,8
angel,3,飞升,rainbow,3,反射,R,2327,4,4
pirate,2,朗姆酒,angel,3,飞升,L,3514,5,7
angel,3,飞升,line,1,连笔,R,3096,5,5
phoenix,3,强化涅槃,angel,3,飞升,L,3064,5,6
