左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,stone,2,磐石之躯,R,2955,4,6
ice,1,冰霜,basic,1,打击,R,2935,3,6
basic,1,打击,two_head,3,融合,L,3376,7,4
fortune,2,梭哈,basic,1,打击,R,2845,1,6
basic,1,打击,gambler,1,万能牌,L,3888,5,7
pirate,3,海盗船,basic,1,打击,L,3907,6,7
basic,1,打击,line,2,画龙点睛,L,3360,3,4
lava,1,地裂,basic,1,打击,R,2888,3,6
basic,1,打击,crystal,3,水晶球,L,3178,6,4
hiding,2,防御,basic,1,打击,L,3446,4,6
basic,2,龟派气波,basic,3,过肩摔,R,2885,3,5
angel,2,平等,basic,2,龟派气波,R,2691,5,6
basic,2,龟派气波,two_head,1,灵能冲击/锤击,L,2377,5,2
diamond,3,钻石冲撞,basic,2,龟派气波,R,3296,4,6
basic,2,龟派气波,rainbow,2,全色风暴,L,3138,6,3
pirate,1,火炮齐射,basic,2,龟派气波,R,3236,3,7
basic,2,龟派气波,bubble,3,泡泡爆破,L,2662,6,3
phoenix,2,烫伤,basic,2,龟派气波,R,3076,4,6
basic,2,龟派气波,crystal,1,水晶壁垒,L,3124,5,3
space,3,扭曲空间,basic,2,龟派气波,R,2627,3,5
basic,2,龟派气波,shell,2,吸收,L,3100,5,3
angel,1,祝福,basic,3,过肩摔,R,2534,4,5
basic,3,过肩摔,ninja,3,背刺,L,2622,4,2
diamond,2,钻石滚球,basic,3,过肩摔,R,2753,3,5
basic,3,过肩摔,rainbow,1,棱镜护盾,L,2787,5,4
hunter,3,狩猎弹幕,basic,3,过肩摔,R,2734,4,4
basic,3,过肩摔,bubble,2,泡泡束缚,L,3419,5,5
phoenix,1,熔岩盾,basic,3,过肩摔,R,2775,4,5
basic,3,过肩摔,cyber,3,智能AI,L,3688,5,3
space,2,星波,basic,3,过肩摔,R,2767,3,4
basic,3,过肩摔,shell,1,复制,L,2774,5,2
angel,1,祝福,stone,1,岩石护盾,R,3613,7,6
stone,1,岩石护盾,ninja,3,背刺,R,2967,4,4
diamond,2,钻石滚球,stone,1,岩石护盾,R,3474,4,5
stone,1,岩石护盾,rainbow,1,棱镜护盾,L,3833,5,11
hunter,3,狩猎弹幕,stone,1,岩石护盾,R,3489,5,6
stone,1,岩石护盾,bubble,2,泡泡束缚,R,4006,3,9
phoenix,1,熔岩盾,stone,1,岩石护盾,R,3682,6,6
stone,1,岩石护盾,cyber,3,智能AI,R,5045,7,5
space,2,星波,stone,1,岩石护盾,R,3300,4,6
stone,1,岩石护盾,shell,1,复制,L,3472,5,4
angel,2,平等,stone,2,磐石之躯,R,3317,7,7
stone,2,磐石之躯,two_head,1,灵能冲击/锤击,L,3508,6,5
diamond,3,钻石冲撞,stone,2,磐石之躯,R,3526,5,8
stone,2,磐石之躯,rainbow,2,全色风暴,R,3460,6,5
pirate,1,火炮齐射,stone,2,磐石之躯,L,3377,3,7
stone,2,磐石之躯,bubble,3,泡泡爆破,L,3267,7,5
phoenix,2,烫伤,stone,2,磐石之躯,L,3332,6,6
stone,2,磐石之躯,crystal,1,水晶壁垒,L,3212,7,4
space,3,扭曲空间,stone,2,磐石之躯,L,3221,4,5
stone,2,磐石之躯,shell,2,吸收,L,3433,8,5
ice,1,冰霜,stone,3,嘲讽,R,3084,4,5
stone,3,嘲讽,two_head,3,融合,L,3385,5,4
fortune,2,梭哈,stone,3,嘲讽,R,2944,2,5
stone,3,嘲讽,gambler,1,万能牌,L,3308,5,6
pirate,3,海盗船,stone,3,嘲讽,R,3688,4,5
stone,3,嘲讽,line,2,画龙点睛,L,3098,3,4
lava,1,地裂,stone,3,嘲讽,R,3241,4,5
stone,3,嘲讽,crystal,3,水晶球,L,2752,3,5
hiding,2,防御,stone,3,嘲讽,L,3764,5,5
bamboo,1,自然恢复,bamboo,2,竹击,R,3256,3,5
ninja,1,手里剑,bamboo,1,自然恢复,L,2979,5,3
bamboo,1,自然恢复,ghost,3,虚化,R,3363,3,6
dice,2,命运骰子,bamboo,1,自然恢复,R,3762,5,3
bamboo,1,自然恢复,hunter,1,精准射击,R,3140,3,6
candy,3,糖果炸弹,bamboo,1,自然恢复,L,3225,6,3
bamboo,1,自然恢复,lightning,2,雷暴,L,3476,6,4
cyber,1,能量大炮,bamboo,1,自然恢复,L,4603,4,7
bamboo,1,自然恢复,chest,3,财宝炮击,R,3468,3,6
headless,2,万千触须,bamboo,1,自然恢复,R,3543,3,6
bamboo,2,竹击,angel,3,飞升,L,3220,4,8
two_head,2,精神干扰/吸收,bamboo,2,竹击,R,3342,5,5
bamboo,2,竹击,fortune,1,骰子,L,3303,5,7
rainbow,3,反射,bamboo,2,竹击,L,3010,5,3
bamboo,2,竹击,pirate,2,朗姆酒,L,3577,4,5
line,1,连笔,bamboo,2,竹击,R,2753,4,4
bamboo,2,竹击,phoenix,3,强化涅槃,R,3500,4,6
crystal,2,碎晶爆破,bamboo,2,竹击,R,3211,4,5
bamboo,2,竹击,hiding,1,缩头,R,3176,4,5
shell,3,暗影,bamboo,2,竹击,L,3560,5,3
bamboo,3,竹刺阵,ninja,2,炸弹,R,2569,2,5
diamond,1,坚不可摧,bamboo,3,竹刺阵,R,3047,4,5
bamboo,3,竹刺阵,dice,3,稳定骰子,R,2582,3,4
hunter,2,隐蔽,bamboo,3,竹刺阵,R,3479,6,6
bamboo,3,竹刺阵,bubble,1,泡泡盾,R,3097,3,5
lightning,3,雷盾,bamboo,3,竹刺阵,R,2872,4,5
bamboo,3,竹刺阵,cyber,2,侵入,R,3810,4,3
space,1,虫洞,bamboo,3,竹刺阵,L,3753,5,3
bamboo,3,竹刺阵,headless,3,灵魂打击,R,2783,2,4
ice,3,团队护盾,angel,1,祝福,R,3482,4,8
angel,1,祝福,ghost,2,灵魂风暴,R,2692,5,6
dice,1,孤注一掷,angel,1,祝福,R,3194,2,8
angel,1,祝福,gambler,3,命运之轮,L,3095,8,4
candy,2,糖衣炮弹,angel,1,祝福,L,3376,5,6
angel,1,祝福,lightning,1,涌动,L,3979,10,6
lava,3,熔岩爆发,angel,1,祝福,L,3930,7,8
angel,1,祝福,chest,2,财宝风暴,R,3660,7,7
headless,1,恐吓,angel,1,祝福,L,3602,5,6
angel,2,平等,ice,2,冰封,L,3373,8,6
ghost,1,幽冥突袭,angel,2,平等,L,3122,6,7
angel,2,平等,fortune,3,招财进宝,L,2973,8,2
gambler,2,赌注,angel,2,平等,R,2729,4,6
angel,2,平等,candy,1,糖果锤,L,2772,8,3
line,3,墨水炸弹,angel,2,平等,R,2798,4,8
angel,2,平等,lava,2,岩浆涌动,L,3270,8,3
chest,1,清点财宝,angel,2,平等,R,2594,2,7
angel,2,平等,hiding,3,强化随从,R,3316,7,8
ice,2,冰封,angel,3,飞升,R,3258,6,8
angel,3,飞升,ghost,1,幽冥突袭,R,2568,5,5
fortune,3,招财进宝,angel,3,飞升,R,3075,2,7
angel,3,飞升,gambler,2,赌注,R,2582,5,5
candy,1,糖果锤,angel,3,飞升,L,2931,5,6
angel,3,飞升,line,3,墨水炸弹,R,2840,6,5
lava,2,岩浆涌动,angel,3,飞升,R,3415,3,8
angel,3,飞升,chest,1,清点财宝,R,3404,8,6
hiding,3,强化随从,angel,3,飞升,L,3307,8,7
ice,1,冰霜,ice,3,团队护盾,R,3532,5,6
ghost,2,灵魂风暴,ice,1,冰霜,L,2620,5,4
ice,1,冰霜,dice,1,孤注一掷,R,3003,4,4
gambler,3,命运之轮,ice,1,冰霜,R,2879,3,5
ice,1,冰霜,candy,2,糖衣炮弹,R,3003,4,4
lightning,1,涌动,ice,1,冰霜,R,3541,5,7
ice,1,冰霜,lava,3,熔岩爆发,R,3310,4,6
chest,2,财宝风暴,ice,1,冰霜,R,2945,4,6
ice,1,冰霜,headless,1,恐吓,R,3238,4,5
ninja,2,炸弹,ice,2,冰封,L,3492,6,6
ice,2,冰封,diamond,1,坚不可摧,R,3915,8,7
dice,3,稳定骰子,ice,2,冰封,L,3142,4,6
ice,2,冰封,hunter,2,隐蔽,R,4462,8,9
bubble,1,泡泡盾,ice,2,冰封,R,3727,5,8
ice,2,冰封,lightning,3,雷盾,R,3695,6,6
cyber,2,侵入,ice,2,冰封,L,4874,3,9
ice,2,冰封,space,1,虫洞,R,3633,6,6
headless,3,灵魂打击,ice,2,冰封,L,3155,4,5
ice,3,团队护盾,two_head,2,精神干扰/吸收,R,3617,5,7
