左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,bamboo,2,竹击,R,2902,4,5
ninja,1,手里剑,basic,1,打击,L,2816,5,4
basic,1,打击,ghost,3,虚化,R,2899,3,5
dice,2,命运骰子,basic,1,打击,R,3151,4,4
basic,1,打击,hunter,1,精准射击,L,3110,6,5
candy,3,糖果炸弹,basic,1,打击,L,3002,4,5
basic,1,打击,lightning,2,雷暴,L,3205,6,4
cyber,1,能量大炮,basic,1,打击,R,4144,4,8
basic,1,打击,chest,3,财宝炮击,R,3107,4,5
headless,2,万千触须,basic,1,打击,R,3161,3,6
basic,2,龟派气波,stone,3,嘲讽,R,3084,4,5
ice,2,冰封,basic,2,龟派气波,R,3010,4,5
basic,2,龟派气波,ghost,1,幽冥突袭,R,3260,4,5
fortune,3,招财进宝,basic,2,龟派气波,R,2846,2,6
basic,2,龟派气波,gambler,2,赌注,L,2773,6,4
candy,1,糖果锤,basic,2,龟派气波,R,2897,3,6
basic,2,龟派气波,line,3,墨水炸弹,L,2623,6,3
lava,2,岩浆涌动,basic,2,龟派气波,R,2974,3,6
basic,2,龟派气波,chest,1,清点财宝,L,3507,7,4
hiding,3,强化随从,basic,2,龟派气波,R,2986,4,6
basic,3,过肩摔,stone,2,磐石之躯,R,3404,3,8
ice,1,冰霜,basic,3,过肩摔,R,2967,4,5
basic,3,过肩摔,two_head,3,融合,L,2815,4,3
fortune,2,梭哈,basic,3,过肩摔,R,2381,1,5
basic,3,过肩摔,gambler,1,万能牌,L,2770,5,4
pirate,3,海盗船,basic,3,过肩摔,R,2885,2,4
basic,3,过肩摔,line,2,画龙点睛,L,2662,5,3
lava,1,地裂,basic,3,过肩摔,R,2693,3,4
basic,3,过肩摔,crystal,3,水晶球,L,2389,5,3
hiding,2,防御,basic,3,过肩摔,R,3101,3,4
stone,1,岩石护盾,stone,2,磐石之躯,R,3722,3,9
ice,1,冰霜,stone,1,岩石护盾,R,3181,5,5
stone,1,岩石护盾,two_head,3,融合,L,3235,5,4
fortune,2,梭哈,stone,1,岩石护盾,R,3025,2,5
stone,1,岩石护盾,gambler,1,万能牌,L,3243,5,6
pirate,3,海盗船,stone,1,岩石护盾,L,3670,5,5
stone,1,岩石护盾,line,2,画龙点睛,L,2964,5,3
lava,1,地裂,stone,1,岩石护盾,R,3289,4,6
stone,1,岩石护盾,crystal,3,水晶球,R,2784,3,6
hiding,2,防御,stone,1,岩石护盾,L,3674,5,5
stone,2,磐石之躯,stone,3,嘲讽,L,3802,8,3
ice,2,冰封,stone,2,磐石之躯,R,3283,5,8
stone,2,磐石之躯,ghost,1,幽冥突袭,R,2702,3,5
fortune,3,招财进宝,stone,2,磐石之躯,R,3090,3,7
stone,2,磐石之躯,gambler,2,赌注,L,2707,4,4
candy,1,糖果锤,stone,2,磐石之躯,R,3302,3,8
stone,2,磐石之躯,line,3,墨水炸弹,L,3042,5,4
lava,2,岩浆涌动,stone,2,磐石之躯,R,3543,3,8
stone,2,磐石之躯,chest,1,清点财宝,L,4347,8,6
hiding,3,强化随从,stone,2,磐石之躯,L,3588,5,7
stone,3,嘲讽,bamboo,2,竹击,L,3341,4,4
ninja,1,手里剑,stone,3,嘲讽,L,3214,6,3
stone,3,嘲讽,ghost,3,虚化,R,2595,2,3
dice,2,命运骰子,stone,3,嘲讽,R,2670,4,4
stone,3,嘲讽,hunter,1,精准射击,R,3124,3,5
candy,3,糖果炸弹,stone,3,嘲讽,R,3422,3,4
stone,3,嘲讽,lightning,2,雷暴,L,2754,4,3
cyber,1,能量大炮,stone,3,嘲讽,L,3875,4,5
stone,3,嘲讽,chest,3,财宝炮击,R,2972,4,5
headless,2,万千触须,stone,3,嘲讽,R,3069,2,5
bamboo,1,自然恢复,angel,2,平等,R,2913,2,8
two_head,1,灵能冲击/锤击,bamboo,1,自然恢复,R,3479,5,6
bamboo,1,自然恢复,diamond,3,钻石冲撞,R,3138,3,7
rainbow,2,全色风暴,bamboo,1,自然恢复,L,4160,5,5
bamboo,1,自然恢复,pirate,1,火炮齐射,R,2497,3,5
bubble,3,泡泡爆破,bamboo,1,自然恢复,R,3508,5,6
bamboo,1,自然恢复,phoenix,2,烫伤,R,2961,3,4
crystal,1,水晶壁垒,bamboo,1,自然恢复,R,3652,4,6
bamboo,1,自然恢复,space,3,扭曲空间,R,3658,3,4
shell,2,吸收,bamboo,1,自然恢复,R,3864,6,7
bamboo,2,竹击,ice,3,团队护盾,L,3457,5,5
ghost,2,灵魂风暴,bamboo,2,竹击,L,2514,5,2
bamboo,2,竹击,dice,1,孤注一掷,R,3058,3,6
