左龟,左技能idx,左技能,右龟,右技能idx,右技能,胜方,帧数,左释放,右释放
basic,1,打击,bamboo,3,竹刺阵,R,2593,4,4
ninja,2,炸弹,basic,1,打击,L,2672,5,4
basic,1,打击,diamond,1,坚不可摧,L,4476,8,7
dice,3,稳定骰子,basic,1,打击,R,2892,2,6
basic,1,打击,hunter,2,隐蔽,L,3175,5,5
bubble,1,泡泡盾,basic,1,打击,R,3007,4,6
basic,1,打击,lightning,3,雷盾,L,3144,7,4
cyber,2,侵入,basic,1,打击,L,4564,3,7
basic,1,打击,space,1,虫洞,R,2985,3,6
headless,3,灵魂打击,basic,1,打击,L,2947,4,4
basic,2,龟派气波,bamboo,1,自然恢复,L,3285,6,3
ice,3,团队护盾,basic,2,龟派气波,R,3141,4,5
basic,2,龟派气波,ghost,2,灵魂风暴,R,2643,4,4
dice,1,孤注一掷,basic,2,龟派气波,R,2510,2,5
basic,2,龟派气波,gambler,3,命运之轮,L,2540,5,3
candy,2,糖衣炮弹,basic,2,龟派气波,R,2944,2,6
basic,2,龟派气波,lightning,1,涌动,L,2636,6,3
lava,3,熔岩爆发,basic,2,龟派气波,R,2513,3,5
basic,2,龟派气波,chest,2,财宝风暴,L,3102,6,4
headless,1,恐吓,basic,2,龟派气波,R,2931,3,6
basic,3,过肩摔,stone,3,嘲讽,L,3566,3,3
ice,2,冰封,basic,3,过肩摔,R,3144,6,4
basic,3,过肩摔,ghost,1,幽冥突袭,R,2917,2,5
fortune,3,招财进宝,basic,3,过肩摔,R,2469,2,5
basic,3,过肩摔,gambler,2,赌注,R,2810,2,5
candy,1,糖果锤,basic,3,过肩摔,R,2591,3,5
basic,3,过肩摔,line,3,墨水炸弹,L,2948,5,3
lava,2,岩浆涌动,basic,3,过肩摔,R,2946,3,5
basic,3,过肩摔,chest,1,清点财宝,L,3096,5,3
hiding,3,强化随从,basic,3,过肩摔,R,2875,3,4
stone,1,岩石护盾,stone,3,嘲讽,L,3476,5,4
ice,2,冰封,stone,1,岩石护盾,R,3267,6,4
stone,1,岩石护盾,ghost,1,幽冥突袭,R,2881,3,6
fortune,3,招财进宝,stone,1,岩石护盾,R,3000,4,5
stone,1,岩石护盾,gambler,2,赌注,L,2941,5,3
candy,1,糖果锤,stone,1,岩石护盾,R,3040,4,6
stone,1,岩石护盾,line,3,墨水炸弹,L,3371,5,3
lava,2,岩浆涌动,stone,1,岩石护盾,R,3556,3,6
stone,1,岩石护盾,chest,1,清点财宝,L,3570,5,5
hiding,3,强化随从,stone,1,岩石护盾,L,3758,5,5
stone,2,磐石之躯,bamboo,1,自然恢复,L,3983,8,3
ice,3,团队护盾,stone,2,磐石之躯,R,3389,4,8
stone,2,磐石之躯,ghost,2,灵魂风暴,R,2352,3,5
dice,1,孤注一掷,stone,2,磐石之躯,R,3011,3,8
stone,2,磐石之躯,gambler,3,命运之轮,L,2937,6,3
candy,2,糖衣炮弹,stone,2,磐石之躯,R,3361,2,8
stone,2,磐石之躯,lightning,1,涌动,L,3342,7,3
lava,3,熔岩爆发,stone,2,磐石之躯,L,3527,4,5
stone,2,磐石之躯,chest,2,财宝风暴,R,3540,7,6
headless,1,恐吓,stone,2,磐石之躯,R,3906,4,7
stone,3,嘲讽,bamboo,3,竹刺阵,R,2979,3,4
ninja,2,炸弹,stone,3,嘲讽,L,3135,5,4
stone,3,嘲讽,diamond,1,坚不可摧,L,3760,6,5
dice,3,稳定骰子,stone,3,嘲讽,R,2623,3,4
stone,3,嘲讽,hunter,2,隐蔽,L,3352,5,6
bubble,1,泡泡盾,stone,3,嘲讽,L,3452,6,5
stone,3,嘲讽,lightning,3,雷盾,L,2775,4,3
cyber,2,侵入,stone,3,嘲讽,L,4410,3,6
stone,3,嘲讽,space,1,虫洞,R,3325,4,6
headless,3,灵魂打击,stone,3,嘲讽,L,2937,4,3
bamboo,1,自然恢复,angel,3,飞升,L,3401,4,8
two_head,2,精神干扰/吸收,bamboo,1,自然恢复,R,3562,5,6
bamboo,1,自然恢复,fortune,1,骰子,R,3357,3,9
rainbow,3,反射,bamboo,1,自然恢复,R,3772,3,4
bamboo,1,自然恢复,pirate,2,朗姆酒,L,4089,6,6
line,1,连笔,bamboo,1,自然恢复,R,3025,5,4
bamboo,1,自然恢复,phoenix,3,强化涅槃,L,4004,5,6
crystal,2,碎晶爆破,bamboo,1,自然恢复,R,3241,3,6
bamboo,1,自然恢复,hiding,1,缩头,R,3373,4,5
shell,3,暗影,bamboo,1,自然恢复,L,3867,5,3
bamboo,2,竹击,ninja,1,手里剑,R,2914,3,6
ghost,3,虚化,bamboo,2,竹击,R,3036,4,5
bamboo,2,竹击,dice,2,命运骰子,L,2931,5,4
